"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENSEMBL","Symbol"
"Dapma7bEVm000069",600.630493711833,0.219690483446763,0.0907268970033682,2.4214482221144,0.0154588031222343,0.192778937440923,"ENSG00000186212","SOWAHB"
"Dapma7bEVm000071",2086.14809529007,0.70796591778446,0.231748418689438,3.05488996122641,0.00225143110361978,0.0727960343593168,NA,""
"Dapma7bEVm000072",481.375316259348,0.821563248212152,0.245198822777078,3.35060029614854,0.000806366022652054,0.0400655218151569,NA,""
"Dapma7bEVm000073",346.896331878631,0.227433856820489,0.153691407476552,1.47980853682525,0.138924349800279,0.477750259130922,NA,""
"Dapma7bEVm000074",305.074939048811,-0.182031240086849,0.248727349904398,-0.731850518878663,0.464259810334169,0.749416233200588,NA,""
"Dapma7bEVm000075",1232.27508976286,-0.0818618690179595,0.151099227774291,-0.541775561819832,0.587973128553692,0.821036147450669,"ENSG00000106714","CNTNAP3"
"Dapma7bEVm000076",295.864741700462,0.153952473761633,0.130418919704323,1.18044585947088,0.237822931545637,0.575988766344389,"ENSG00000111642","CHD4"
"Dapma7bEVm000077",850.870721375469,-0.0565168155811292,0.0966089221242021,-0.585006170635774,0.558543567644156,0.805322982548883,"ENSG00000091128","LAMB4"
"Dapma7bEVm000078",682.649506983194,-0.0182248476548393,0.134523623660133,-0.135476930809442,0.89223480263556,0.95909946570184,"ENSG00000053524","MCF2L2"
"Dapma7bEVm000079",334.740476736474,-0.117830111423083,0.112977092475863,-1.04295577838717,0.296968774235506,0.632058924530784,"ENSG00000153404","PLEKHG4B"
"Dapma7bEVm000080",788.249513402979,-0.516560240959556,0.224758857436231,-2.29828646956045,0.0215454900291034,0.222855101236777,NA,""
"Dapma7bEVm000081",422.843460318258,-0.3191705459663,0.123750875034906,-2.5791376899458,0.00990472985485704,0.152735064171744,NA,""
"Dapma7bEVm000082",477.48227939868,-0.133270677484919,0.159039894162042,-0.837970109242736,0.402047491232347,0.709088335255807,"ENSG00000064651","SLC12A2"
"Dapma7bEVm000083",319.554800050847,-0.0241769088422294,0.0946945248722145,-0.255314748924026,0.798480009350373,0.92292202946201,"ENSG00000115415","STAT1"
"Dapma7bEVm000084",384.519864894151,0.113560214428867,0.107591630288762,1.05547442792795,0.291208398898677,0.626515262354004,"ENSG00000203485","INF2"
"Dapma7bEVm000085",294.202750021646,0.15741876684616,0.125105416246719,1.25828898195515,0.208287264394338,0.546672154437865,"ENSG00000092051","JPH4"
"Dapma7bEVm000087",1103.01779216032,-0.0532603937815424,0.116584709726628,-0.456838584634549,0.647787070073054,0.853350955014856,"ENSG00000159674","SPON2"
"Dapma7bEVm000088",251.28663087465,0.0223378559772758,0.202033779119553,0.110564956388097,0.911961337806768,0.968304695399943,NA,""
"Dapma7bEVm000089",139.119223725181,-0.107132661053439,0.163086410607337,-0.656907345342112,0.511240494905448,0.778496353058182,"ENSG00000169682","SPNS1"
"Dapma7bEVm000090",271.482690809809,-0.195246013260379,0.0942662944343924,-2.07121765453787,0.0383384604796823,0.288592274883261,"ENSG00000124299","PEPD"
"Dapma7bEVm000091",86.4039459143521,-0.552140661644155,0.220778957244779,-2.50087539380845,0.0123886758800018,0.172397289462711,"ENSG00000119899","SLC17A5"
"Dapma7bEVm000092",279.067403347409,0.117231521047785,0.156341726533814,0.749841540367217,0.453350146678442,0.741788566110154,"ENSG00000091664","SLC17A6"
"Dapma7bEVm000093",185.172544237163,0.149511213103622,0.12422277738722,1.20357325965731,0.228754560030587,0.56758919481603,"ENSG00000123444","KBTBD4"
"Dapma7bEVm000094",94.5009581708827,0.0846948049662815,0.202831552931036,0.417562276393348,0.676267182762246,0.86718324051491,NA,""
"Dapma7bEVm000095",408.732922476538,0.0200215376546141,0.0995313103738693,0.20115818408707,0.840574887373291,0.939432753248564,"ENSG00000088387","DOCK9"
"Dapma7bEVm000096",1475.2122669408,0.425704680229178,0.123306748000431,3.45240375837088,0.000555615643999766,0.0319076375267981,"ENSG00000081237","PTPRC"
"Dapma7bEVm000097",1041.38498682448,0.0924926746984837,0.0817797807703848,1.13099685309964,0.25805641594878,0.595568759374941,"ENSG00000033122","LRRC7"
"Dapma7bEVm000098",614.700309533289,-0.119399706482771,0.114472537225453,-1.04304236960883,0.296928669935642,0.632058924530784,"ENSG00000137145","DENND4C"
"Dapma7bEVm000099",629.881084188497,-0.000415484657898121,0.118677286792507,-0.00350096188687347,0.997206642268746,0.998863229534732,"ENSG00000089639","GMIP"
"Dapma7bEVm000100",237.83244721358,0.0590203677093086,0.112332562723891,0.525407471156677,0.59929996093144,0.826520865268122,NA,""
"Dapma7bEVm000102",2118.53111004005,0.22611774358519,0.103544663154459,2.18377014031025,0.0289791427734192,0.255037386590917,NA,""
"Dapma7bEVm000103",74.122417697544,0.262576270447608,0.201194977555683,1.30508362404294,0.191864374321416,0.533892263517283,NA,""
"Dapma7bEVm000104",1124.03774106226,-0.0851747690162879,0.0769773075841981,-1.10649192196185,0.268513658522185,0.606173121717225,NA,""
"Dapma7bEVm000105",447.775302696805,-0.257449690277217,0.290428090947697,-0.886448998225798,0.375375625697192,0.690103291028509,NA,""
"Dapma7bEVm000107",292.140186324307,-0.832636719449829,0.426028583390011,-1.95441515408271,0.0506521399784238,0.325034987310938,NA,""
"Dapma7bEVm000108",735.477914421326,0.00763645963408067,0.100861389643076,0.0757124174186401,0.939647896680426,0.979487272112684,"ENSG00000033627","ATP6V0A1"
"Dapma7bEVm000109",358.391689798906,-0.121066202899832,0.105875370418878,-1.14347843526643,0.252840003200533,0.58969251653972,"ENSG00000117868","ESYT2"
"Dapma7bEVm000110",436.651013907041,-0.130616809809042,0.136447010764473,-0.957271317834183,0.338430328372187,0.661535234381205,"ENSG00000085433","WDR47"
"Dapma7bEVm000111",349.667204825986,-0.223026033596683,0.193634123086776,-1.1517909655662,0.24940698124989,0.58712903253078,"ENSG00000101187","SLCO4A1"
"Dapma7bEVm000112",62.7114874519154,-1.45048782879957,0.381944762044565,-3.79763770298892,0.00014608162676422,0.0138646334384005,"ENSG00000149328","GLB1L2"
"Dapma7bEVm000115",1383.45532563971,-0.224860342209873,0.130735174666637,-1.71996819358865,0.0854382233180881,0.39941314111993,NA,""
"Dapma7bEVm000116",414.83484410207,-0.00899722683151249,0.122681572854186,-0.0733380459851638,0.94153711688082,0.979608986645726,"ENSG00000127481","UBR4"
"Dapma7bEVm000117",2373.04004418241,0.0829895702572712,0.101256421326781,0.819598097284536,0.412445258695963,0.715324032870297,"ENSG00000066739","ATG2B"
"Dapma7bEVm000118",378.836233247013,0.0183831897586043,0.129233545526779,0.142247817187643,0.88688426311793,0.956962924631079,NA,""
"Dapma7bEVm000119",645.547782596931,0.00757487573719779,0.087913067258063,0.0861632516467915,0.931336642967369,0.976883448549587,NA,""
"Dapma7bEVm000120",1045.58354414127,0.00544352238990057,0.0898927923462689,0.0605557158457378,0.951713042396662,0.983418196882919,"ENSG00000104936","DMPK"
"Dapma7bEVm000121",366.763393159867,0.405655326223441,0.116842116705153,3.47182452408918,0.000516934111240717,0.030122814938108,"ENSG00000198399","ITSN2"
"Dapma7bEVm000122",128.743772478337,-0.271699725141024,0.203331221859946,-1.33624203236318,0.181470176663098,0.522204484406337,NA,""
"Dapma7bEVm000123",344.442577428154,0.0816398648001572,0.0760731026330631,1.07317648386112,0.283191939681799,0.619514416994524,"ENSG00000156218","ADAMTSL3"
"Dapma7bEVm000124",300.320302510759,0.196770081132698,0.130067626039587,1.51282903458859,0.130323091648432,0.467168931722306,"ENSG00000108509","CAMTA2"
"Dapma7bEVm000125",658.258022871659,-0.0606147964445519,0.120177354318702,-0.504377857111129,0.613995875210787,0.835095688738595,NA,""
"Dapma7bEVm000126",496.001097686553,-1.24860291201882,0.652843612941767,-1.91256050800974,0.0558043394748345,0.335673161546917,NA,""
"Dapma7bEVm000127",519.069917040003,-0.492166495376057,0.212412824497009,-2.31702815751121,0.0205021979709212,0.21743000008416,"ENSG00000100139","MICALL1"
"Dapma7bEVm000128",412.877958769698,0.0387528274348551,0.0956106674791967,0.405319076381169,0.685242985982959,0.870705102370489,NA,""
"Dapma7bEVm000129",433.26492139897,0.0186661785284127,0.125216960944726,0.149070688088752,0.881497854940326,0.955247728827638,NA,""
"Dapma7bEVm000130",152.879630519194,-0.639113698032173,0.534253106326461,-1.19627511841108,0.231589215169465,0.569894280458937,"ENSG00000095002","MSH2"
"Dapma7bEVm000131",451.859427754196,0.207049933334389,0.0979490381482359,2.11385366562804,0.0345277677056223,0.275422807314602,"ENSG00000105647","PIK3R2"
"Dapma7bEVm000132",198.310602832567,0.297595400173154,0.145892099626596,2.03983218374975,0.041367043121429,0.300627067159399,NA,""
"Dapma7bEVm000133",775.802276041336,-0.0240128530371889,0.0969804374462902,-0.24760512191428,0.804439947400444,0.92472364207599,"ENSG00000075340","ADD2"
"Dapma7bEVm000134",691.331238640897,0.0428457441923111,0.0978565665304653,0.437842300332212,0.661500604804566,0.859627694160203,"ENSG00000108039","XPNPEP1"
"Dapma7bEVm000135",114.445878446489,-0.514677550972046,0.456075456012464,-1.12849210407407,0.25911214963908,0.596243840269951,NA,""
"Dapma7bEVm000136",1208.62859620796,-0.142046594287021,0.0974713103427368,-1.45731696626982,0.145028905607944,0.486499080187496,"ENSG00000122367","LDB3"
"Dapma7bEVm000137",209.177939020775,0.297878932168553,0.106334201360824,2.80134639990157,0.00508898606777608,0.110698534981072,"ENSG00000105662","CRTC1"
"Dapma7bEVm000138",221.023989889108,-0.048972801471773,0.248552372270715,-0.197032122543708,0.843802400324865,0.94032060457177,"ENSG00000059145","UNKL"
"Dapma7bEVm000139",167.426261848222,0.181585448167295,0.109852051440789,1.6530000649571,0.0983308503483616,0.422242689513666,"ENSG00000130717","UCK1"
"Dapma7bEVm000141",453.677613441573,0.135557107432302,0.0899746634525075,1.50661422038944,0.131909570241565,0.469169594020888,"ENSG00000119514","GALNT12"
"Dapma7bEVm000142",295.599598420605,0.0815450325389584,0.0879905272088276,0.926747857134983,0.354057463501127,0.673896902382056,"ENSG00000055208","TAB2"
"Dapma7bEVm000146",197.871809117267,0.124864071243492,0.132358177162908,0.94338010631416,0.345486514974698,0.66714927660197,"ENSG00000088451","TGDS"
"Dapma7bEVm000148",469.776454400353,0.186933693759244,0.11567177629523,1.6160700539614,0.106079167901372,0.435020649737841,NA,""
"Dapma7bEVm000149",120.133330320986,-0.859283091911608,0.584915557350103,-1.46907204144902,0.141813250137516,0.48208385607414,NA,""
"Dapma7bEVm000150",2418.78769430099,-0.45817246965227,0.215430357131572,-2.12677765451805,0.0334385617878277,0.272074540214101,"ENSG00000136068","FLNB"
"Dapma7bEVm000151",618.772158906563,0.113726605219412,0.108560253897167,1.04758971296382,0.294827679018917,0.630126579348682,NA,""
"Dapma7bEVm000152",331.626466932558,0.131398654320703,0.181867726099791,0.722495723340186,0.469989753767897,0.752735421805218,"ENSG00000107099","DOCK8"
"Dapma7bEVm000153",680.426116008725,-0.0429294234108945,0.0909959903088984,-0.471772693117187,0.637089043933843,0.847234695105747,"ENSG00000100852","ARHGAP5"
"Dapma7bEVm000154",1044.92503472214,-0.0674891428199088,0.11249804772936,-0.599913902348508,0.548563616693636,0.801842015196834,"ENSG00000070985","TRPM5"
"Dapma7bEVm000156",204.871823140826,-0.0246118482316619,0.14335817996108,-0.17168080843621,0.863688474431316,0.949185795741741,NA,""
"Dapma7bEVm000157",301.974845372968,0.0100078629790743,0.143121852605997,0.0699254711761255,0.944252979679644,0.980540048452861,"ENSG00000153930","ANKFN1"
"Dapma7bEVm000158",234.760542749394,0.259443517738919,0.0920494585154265,2.8185230192901,0.00482451515381316,0.107469902148107,"ENSG00000005801","ZNF195"
"Dapma7bEVm000159",873.376981134386,-0.937557270613781,0.442599928276903,-2.11829512549586,0.0341500812070918,0.274054722792748,"ENSG00000102010","BMX"
"Dapma7bEVm000160",1271.79927861788,0.0815932922850953,0.0943111459336202,0.865150046448633,0.38695643897667,0.698310321960631,"ENSG00000101342","TLDC2"
"Dapma7bEVm000161",577.186764358719,0.165637601336792,0.112183382221107,1.47648963738969,0.139812495087168,0.47891762417969,NA,""
"Dapma7bEVm000162",1992.63077518564,0.176245640911491,0.116145428203467,1.51745655113294,0.129151455367247,0.465431991987409,NA,""
"Dapma7bEVm000163",110.746869121493,0.0121210913183193,0.138500812313352,0.087516391534917,0.930261056859901,0.976665802577102,NA,""
"Dapma7bEVm000164",2365.61320319213,-0.000316818659619657,0.100535373609263,-0.00315131528581166,0.997485618348861,0.998935177281194,NA,""
"Dapma7bEVm000165",1371.17232946061,0.0934964098922971,0.10048377159117,0.930462784306091,0.35213152434648,0.672358146242258,"ENSG00000198363","ASPH"
"Dapma7bEVm000166",649.185882521488,-0.322239533304496,0.109545862577381,-2.94159474144331,0.00326526941632112,0.0892319314632583,NA,""
"Dapma7bEVm000167",193.854377601592,-0.037197097240228,0.130213718570605,-0.285661892222661,0.775137094523546,0.911824472925502,"ENSG00000163820","FYCO1"
"Dapma7bEVm000168",248.618544986791,0.0969562442736665,0.125345601001475,0.773511343828699,0.439219817889832,0.731609192533715,"ENSG00000029153","BMAL2"
"Dapma7bEVm000169",341.179181803153,0.154966451567795,0.122342687832526,1.26665887690752,0.20527729020599,0.544168818693042,"ENSG00000205356","TECPR1"
"Dapma7bEVm000170",177.424199831118,-0.0711974753564896,0.153694441908908,-0.463240403961304,0.643192058140162,0.8499562279621,"ENSG00000058272","PPP1R12A"
"Dapma7bEVm000171",1321.83541414835,-0.178091597175642,0.17745593353329,-1.00358209291566,0.315580089440734,0.646968456262901,"ENSG00000101577","LPIN2"
"Dapma7bEVm000172",1613.89602281901,0.0490732432121874,0.0838072877052912,0.585548638499718,0.55817887217807,0.805322982548883,"ENSG00000099204","ABLIM1"
"Dapma7bEVm000173",171.184271055252,0.162009899378467,0.142798268238853,1.13453686362274,0.256569419740926,0.593667927429733,NA,""
"Dapma7bEVm000174",181.778380334562,-0.117681637020336,0.132008137850264,-0.891472593559508,0.372675688107618,0.688387384312073,"ENSG00000072657","TRHDE"
"Dapma7bEVm000175",1012.23325519084,0.0119203460137466,0.0854233027249066,0.139544429137028,0.889019949979692,0.95797891795382,"ENSG00000065675","PRKCQ"
"Dapma7bEVm000176",269.81361304454,-0.018134236658905,0.12198190665707,-0.148663331766786,0.881819296654436,0.955354466983788,"ENSG00000115993","TRAK2"
"Dapma7bEVm000177",564.779039998435,0.172192742803398,0.0781604328164937,2.20306792834265,0.0275899612646958,0.251035403561025,"ENSG00000079805","DNM2"
"Dapma7bEVm000178",225.034093160671,0.100065754313366,0.0959948762240479,1.04240724348471,0.297222909634546,0.632177015258663,"ENSG00000162782","TDRD5"
"Dapma7bEVm000179",269.922597809562,0.226651336573928,0.0956873211600016,2.36866633767433,0.0178523507788121,0.205295564346653,"ENSG00000164066","INTU"
"Dapma7bEVm000180",1122.42767953048,-0.127956001052636,0.121357078548573,-1.05437608240892,0.291710768074271,0.626776990675476,"ENSG00000116337","AMPD2"
"Dapma7bEVm000181",692.545425579199,0.197459443345268,0.100290687617451,1.96887116876152,0.0489678871028938,0.321383441234313,"ENSG00000006747","SCIN"
"Dapma7bEVm000182",91.7679205318742,0.194108870748463,0.196941267502517,0.985618063750822,0.324320570447529,0.652609810188579,"ENSG00000073584","SMARCE1"
"Dapma7bEVm000183",517.681278654281,0.14197832467878,0.155209996608967,0.914749872951016,0.360322955703486,0.678805114609281,"ENSG00000088386","SLC15A1"
"Dapma7bEVm000184",1569.97124893645,0.237314249443803,0.108727473363246,2.18265211269064,0.0290614389615602,0.255441227276879,"ENSG00000167615","LENG8"
"Dapma7bEVm000185",207.058973116598,0.0963281903620363,0.146265069506902,0.658586432746955,0.510161377456569,0.777729906000445,"ENSG00000065609","SNAP91"
"Dapma7bEVm000186",119.064185183835,0.303662115002377,0.14190834109365,2.1398468381924,0.0323671465610148,0.267768451988205,NA,""
"Dapma7bEVm000187",355.182911858523,0.0184335783807659,0.110137282813424,0.167369104356723,0.867079633406757,0.949966578293898,"ENSG00000079215","SLC1A3"
"Dapma7bEVm000189",6204.21217111802,-0.144484895816336,0.0836116995261375,-1.72804639344963,0.083979907101281,0.396919058663998,NA,""
"Dapma7bEVm000190",319.443169588947,-0.90969187148847,0.216615806798978,-4.19956366495762,2.67429830436067e-05,0.00539145608543913,"ENSG00000049860","HEXB"
"Dapma7bEVm000191",210.38377103811,0.224106497583212,0.126044494190998,1.77799513593683,0.075404653759681,0.379537555443298,"ENSG00000088325","TPX2"
"Dapma7bEVm000192",113.436298246106,-0.067593836068164,0.159104085311454,-0.424840354889981,0.670953057377303,0.86467240909263,"ENSG00000072415","PALS1"
"Dapma7bEVm000193",172.259804417034,0.276701943470666,0.179881546282586,1.53824530191652,0.123988648181221,0.459915767299873,"ENSG00000137860","SLC28A2"
"Dapma7bEVm000194",141.907246179717,-0.129900245625904,0.150823885002617,-0.861271048837189,0.389088776987663,0.699696191730832,"ENSG00000135318","NT5E"
"Dapma7bEVm000195",148.454372525702,-0.767483349134938,0.18179372939017,-4.2217261932492,2.42438500607805e-05,0.00519277058734286,"ENSG00000183044","ABAT"
"Dapma7bEVm000196",125.684304107671,-0.618949311966699,0.428238787803412,-1.44533687651581,0.148363284529592,0.489935225416637,"ENSG00000136856","SLC2A8"
"Dapma7bEVm000197",108.455819691526,-0.295173868152677,0.721245182764485,-0.409255930169675,0.682351853098044,0.869674885140238,NA,""
"Dapma7bEVm000198",347.281553156937,-0.266152256761539,0.327572526810859,-0.812498713957218,0.416505524216451,0.717502714507337,NA,""
"Dapma7bEVm000199",129.129349459842,-0.202631832157738,0.195886103972832,-1.03443699194631,0.30093191839456,0.635878774198363,NA,""
"Dapma7bEVm000200",165.232775557798,-0.339301070839132,0.223218048537706,-1.52004317330915,0.12850012527747,0.465212884753702,NA,""
