"","Control","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12"
"Dapma7bEVm001336","8.509472","8.394826","8.270697","8.330008","8.402364","8.244393","8.118847","8.400765","8.273722","8.328480","8.424981","8.297050","8.254457"
"Dapma7bEVm001337","8.921471","8.848062","8.910502","8.815279","9.101254","8.954387","8.982190","9.102882","8.817291","9.005657","8.932218","9.026863","8.967148"
"Dapma7bEVm001339","8.571425","8.334896","8.463446","8.203589","8.398548","8.254095","8.341810","8.406128","8.234421","8.458074","8.482386","8.492935","8.402777"
"Dapma7bEVm001340","6.504148","6.200534","6.212857","6.022090","5.994589","6.002655","6.165022","6.305003","6.111302","6.500868","6.609617","6.431867","6.391644"
"Dapma7bEVm001341","6.923784","7.076078","6.878935","6.829017","6.926895","6.802472","6.909079","6.839774","6.936346","7.010156","6.973149","7.172730","6.903380"
"Dapma7bEVm001342","9.178948","9.072956","9.159365","8.988608","9.050378","9.284962","8.992723","9.027288","9.121758","9.121234","9.117448","9.051794","9.223227"
"Dapma7bEVm001343","8.420651","8.248897","8.046327","8.192197","8.369986","8.260296","8.189741","8.454199","8.217694","8.317510","8.441087","8.360782","8.317601"
"Dapma7bEVm001344","9.674148","9.820058","9.516178","8.654483","9.697564","9.553718","9.625600","9.094118","9.620492","9.192952","9.380132","7.881249","7.279188"
"Dapma7bEVm001345","4.764448","4.546815","6.060233","4.950624","4.959253","5.044043","4.839109","4.727018","5.774506","5.847759","4.801469","5.765407","5.597271"
"Dapma7bEVm001346","7.144111","7.197495","7.438061","7.170371","7.115560","6.979406","7.138858","7.255250","6.954614","7.318739","7.275461","7.534303","7.429040"
"Dapma7bEVm001347","8.845619","8.874276","8.635875","8.652687","8.841345","8.696898","8.848136","8.841071","8.837821","8.760163","8.754833","8.744692","8.534134"
"Dapma7bEVm001348","8.246146","8.142067","8.288325","8.462803","8.245166","8.342989","8.418321","8.334323","8.169973","8.266187","8.584495","8.801640","8.672950"
"Dapma7bEVm001349","8.345882","8.428156","8.440673","8.349377","8.542594","8.255423","8.438422","8.387596","8.260680","8.475062","8.502063","8.609178","8.508464"
"Dapma7bEVm001350","7.577319","7.318687","7.395016","7.052106","7.533786","7.195983","7.462457","7.476397","7.376194","7.216526","7.340403","7.485457","7.366974"
"Dapma7bEVm001351","8.968447","8.882914","8.861279","9.026968","9.132273","9.075699","8.862097","8.997883","8.925941","9.059703","9.067695","9.078292","9.012313"
"Dapma7bEVm001352","7.079329","7.388647","7.313442","7.287797","7.457041","7.315179","7.278354","7.258801","7.305214","7.520816","7.465191","7.355023","7.322573"
"Dapma7bEVm001353","7.101095","7.052369","7.360859","7.207110","7.217708","7.195591","7.288547","7.276197","7.102879","7.252726","7.436258","7.425769","7.408551"
"Dapma7bEVm001354","9.035272","9.190978","9.048018","9.018798","9.165399","9.085834","9.090905","9.051825","9.030152","9.124658","9.033080","9.148786","9.120549"
"Dapma7bEVm001355","7.976420","8.080581","7.997260","8.102660","8.046031","8.155813","8.180311","7.976141","8.013633","7.984428","8.187984","8.127014","8.109258"
"Dapma7bEVm001356","5.908201","4.648284","5.108146","4.329033","4.538075","5.309005","4.573394","4.617974","4.240074","5.093316","4.310555","5.128097","4.740912"
"Dapma7bEVm001357","7.571178","7.506366","7.539125","7.599471","7.525705","7.634409","7.692922","7.662405","7.524756","7.740460","7.816412","8.020418","7.954624"
"Dapma7bEVm001358","7.985010","7.850433","7.803368","8.084737","7.817214","7.750927","7.990890","7.858209","7.864720","7.983284","8.163351","8.074221","7.990844"
"Dapma7bEVm001359","8.603503","8.697065","8.557746","8.647753","8.647353","8.558338","8.637309","8.769711","8.614710","8.678526","8.693948","8.875850","8.810223"
"Dapma7bEVm001360","6.396715","6.911913","6.763394","6.777417","6.610806","6.688915","6.945968","6.755817","6.874333","6.944899","7.094898","7.259735","7.175467"
"Dapma7bEVm001361","7.381700","7.450888","7.468777","7.520757","7.636172","7.344115","7.541246","7.384449","7.387453","7.482193","7.429581","7.361156","7.565651"
"Dapma7bEVm001362","8.127272","8.128233","8.073755","7.889507","8.162551","7.968865","8.144755","7.963814","8.136894","8.170206","8.169966","8.077488","8.178598"
"Dapma7bEVm001363","6.633271","6.361293","6.534514","6.582790","6.578177","6.167629","6.416410","6.400055","6.312370","6.601814","6.657355","6.857960","6.814444"
"Dapma7bEVm001364","7.933739","8.042284","7.963835","7.966490","8.039828","8.010739","8.019309","7.979495","8.116787","8.097168","8.154754","7.926999","7.910391"
"Dapma7bEVm001365","7.034842","7.470283","7.261724","7.345354","7.255817","7.351130","7.301847","7.437506","7.530275","7.451794","7.384179","7.270463","7.596911"
"Dapma7bEVm001366","8.019315","8.309921","8.105650","7.814652","8.055913","8.126806","8.134432","8.044416","8.145761","7.941404","8.047551","7.767448","7.594256"
"Dapma7bEVm001367","10.42380","10.30908","10.26007","10.22351","10.31585","10.37961","10.12441","10.37989","10.21124","10.38985","10.37009","10.24253","10.19544"
"Dapma7bEVm001368","8.461094","8.234141","8.497125","8.526793","8.419308","8.443585","8.504675","8.445559","8.249575","8.423322","8.626614","8.543103","8.547171"
"Dapma7bEVm001369","8.714819","8.815830","8.600977","8.938920","8.842614","8.733290","8.825821","8.662455","8.831576","8.760008","8.884193","8.766654","8.819187"
"Dapma7bEVm001370","7.328135","7.271953","7.504070","7.389540","7.301284","7.484065","7.386034","7.411026","7.361246","7.452311","7.617672","7.599797","7.675174"
"Dapma7bEVm001371","7.995345","8.062005","8.160784","8.336144","8.140024","8.265541","8.289666","8.186989","8.154670","8.180203","8.261657","8.427900","8.322650"
"Dapma7bEVm001372","8.050379","8.337990","8.027143","6.712574","7.698005","7.952420","8.597327","8.052818","7.910230","7.771735","7.966407","6.496534","5.791282"
"Dapma7bEVm001373","9.504363","9.489834","9.305939","9.284102","9.428883","9.587777","9.094749","9.171384","9.462787","9.294411","9.253607","9.181703","9.315595"
"Dapma7bEVm001374","6.456083","7.050996","6.482975","6.606779","7.005274","6.955449","6.990436","6.695221","6.665785","7.090193","7.037125","6.919475","6.973907"
"Dapma7bEVm001375","6.979610","6.580349","6.458478","7.007790","6.900754","6.400028","6.871349","6.424600","6.286448","7.090664","6.999141","6.536240","6.671463"
"Dapma7bEVm001376","7.721540","7.919305","8.152118","7.920881","8.046826","7.866935","7.992645","8.048722","8.089158","8.150740","8.024975","8.121953","8.012651"
"Dapma7bEVm001377","8.109487","8.035897","8.036532","8.162543","8.031706","8.076861","8.126554","8.162364","8.084088","8.172503","8.192896","8.224902","8.203260"
"Dapma7bEVm001378","7.292635","7.315174","7.341313","7.425777","7.546826","7.137905","7.601605","7.544933","7.181261","7.437503","7.440218","7.742820","7.810967"
"Dapma7bEVm001379","8.305044","8.287729","8.372653","8.381017","8.358599","8.245892","8.382221","8.278807","8.429105","8.275605","8.394185","8.410527","8.450087"
"Dapma7bEVm001380","7.991414","7.857397","7.860268","7.782407","7.872548","7.860061","7.599353","7.796398","7.801993","7.822503","7.599388","7.772360","7.998560"
"Dapma7bEVm001381","8.554183","8.578999","8.239395","8.592534","8.652870","8.484848","8.520937","8.631882","8.567403","8.518914","8.655050","8.545364","8.638454"
"Dapma7bEVm001382","8.332379","8.452967","8.461882","8.519308","8.447501","8.370751","8.436911","8.478381","8.448826","8.431380","8.489253","8.477506","8.415455"
"Dapma7bEVm001383","5.379386","5.778419","5.718306","5.756044","6.098472","5.444436","5.981674","5.902462","5.908940","5.774122","5.708352","5.600727","5.741668"
"Dapma7bEVm001384","8.016914","8.109480","8.005394","8.037003","8.001476","7.929643","8.048696","8.032459","8.020157","8.025903","8.023940","8.069225","8.078808"
"Dapma7bEVm001385","7.896179","8.046119","8.121715","8.126907","7.900628","8.015851","7.887497","7.929108","7.951335","7.884720","8.045686","7.847059","7.907502"
"Dapma7bEVm001386","7.054067","7.056598","6.892128","6.340689","7.005757","6.769993","7.506541","6.722194","7.371903","7.353968","6.912203","5.951187","5.669532"
"Dapma7bEVm001387","9.078402","9.132328","8.828702","8.980559","8.967701","8.924813","9.088564","9.090740","9.084224","9.026255","9.201013","8.987718","8.932192"
"Dapma7bEVm001388"," 9.792420"," 9.984335"," 9.915482","10.020882","10.060604"," 9.746596"," 9.869190"," 9.945550"," 9.931380"," 9.957209"," 9.835776","10.085479","10.046941"
"Dapma7bEVm001389","6.806886","6.636200","6.647273","6.913710","6.790336","6.515403","6.708640","6.869339","6.809174","6.853495","7.098193","7.103937","7.066938"
"Dapma7bEVm001390","9.395537","9.160441","9.065648","9.048515","9.138070","9.062983","9.119519","9.133341","8.967156","9.252754","9.212837","9.171028","9.061397"
"Dapma7bEVm001391","5.815737","5.551328","5.796337","5.870409","5.626843","5.426712","5.397226","5.549174","5.231109","5.742386","5.795133","6.253090","6.157338"
"Dapma7bEVm001392","6.052150","5.715078","6.114710","5.973788","5.935770","6.105405","6.015812","6.110656","5.827927","6.477300","6.293391","6.219296","6.252297"
"Dapma7bEVm001393","6.422419","6.636825","6.595914","6.590017","6.660332","6.438478","6.853666","6.482680","6.376823","6.794748","6.625044","6.578980","6.474506"
"Dapma7bEVm001394","7.188793","7.264464","7.273273","7.125745","7.170365","7.076623","7.265193","7.354907","7.243871","7.254291","7.209506","7.320350","7.180039"
"Dapma7bEVm001395","7.894073","7.986359","7.858773","7.764563","7.911106","7.918691","7.881250","7.812540","7.913186","7.886679","7.940463","7.890593","7.966103"
"Dapma7bEVm001396","8.037156","7.611559","7.503438","7.635348","7.601249","7.239207","7.741926","7.671703","7.853047","7.560270","7.888113","7.934999","7.728760"
"Dapma7bEVm001397","7.878837","7.877333","7.939527","8.027275","7.933223","7.696187","7.901995","8.007618","7.997068","8.061130","8.049939","8.227005","8.169275"
"Dapma7bEVm001398","7.098760","7.126561","7.361834","6.950998","7.290877","7.241097","7.242759","7.186768","7.144146","7.423559","7.360574","7.494540","7.508874"
"Dapma7bEVm001399","8.286856","8.461124","8.430101","8.362799","8.526291","8.455154","8.283394","8.512294","8.363202","8.380357","8.405216","8.487329","8.546093"
"Dapma7bEVm001401","8.827435","8.484770","8.174788","7.874645","7.953134","8.509895","8.605759","8.083341","8.457889","8.406683","8.257897","7.113699","6.648763"
"Dapma7bEVm001402","7.153648","7.236042","7.414378","6.664314","6.961067","7.173366","6.610536","6.701024","7.008725","7.104242","6.623262","6.358332","7.274103"
"Dapma7bEVm001403","4.903457","5.117723","6.104880","5.630867","4.733268","5.811878","5.519431","5.489705","5.280956","5.476671","4.999707","4.341364","5.461431"
"Dapma7bEVm001404","7.190105","7.078092","5.743953","6.726728","6.098908","7.137889","6.595994","6.513117","6.206414","6.285423","6.310804","5.460361","5.201878"
"Dapma7bEVm001405","7.087084","6.932418","7.166200","6.995912","6.954630","7.298543","6.955266","7.140855","6.962049","7.081546","7.166568","7.284414","7.282184"
"Dapma7bEVm001406","6.996504","7.134766","7.254528","6.934085","6.869798","7.120246","6.966726","6.933064","7.151563","6.985421","6.960461","6.757769","6.998122"
"Dapma7bEVm001407","11.06870","11.25201","11.31178","11.21962","11.34593","11.25746","11.24169","11.22758","11.23941","11.28876","11.10911","10.90505","11.06454"
"Dapma7bEVm001408","6.020737","6.181656","5.573654","3.669787","4.184794","5.708499","6.503890","4.691848","5.609408","5.348935","4.806993","3.327419","2.553603"
"Dapma7bEVm001409","9.132188","9.309342","9.085700","9.319265","9.129379","9.119170","9.365090","9.223600","9.241273","9.152923","9.280168","9.349607","9.204165"
"Dapma7bEVm001410","7.875850","7.729288","7.918041","7.932075","7.816843","7.673189","7.751328","7.955554","7.917918","7.902725","8.078428","8.093926","8.032550"
"Dapma7bEVm001411","5.577048","5.221496","5.206860","5.307210","4.840370","5.181888","5.332445","4.987185","5.454005","5.102949","5.149634","4.477821","4.139768"
"Dapma7bEVm001412","8.593038","8.105084","8.170686","8.241080","8.074731","7.992664","8.157677","8.390665","7.968231","8.307549","8.342265","8.343739","8.319230"
