"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Dapma7bEVm006082",45.7131008016803,-1.55964833465485,0.348731784197249,-4.47234351822856,7.73670116938514e-06,0.00900432989944594
"Dapma7bEVm006919",487.171537796654,0.975216585994597,0.188251314032479,5.18039723125834,2.21413886013798e-07,0.000782623355393036
"Dapma7bEVm007773",213.339808629816,-0.840461884589544,0.199709816812138,-4.20841548004696,2.57167686035208e-05,0.0203344161430294
"Dapma7bEVm008217",10.2702216199267,-4.07010318314311,0.650628788173022,-6.25564570324661,3.95874546561433e-10,5.98958188947448e-06
"Dapma7bEVm008242",38.9767213964598,0.87257433768938,0.215424529442285,4.05048737926176,5.11110663954117e-05,0.026665877053882
"Dapma7bEVm009306",9.76353927774739,-1.41838185325737,0.342520190551558,-4.14101677034968,3.45769676288322e-05,0.0203344161430294
"Dapma7bEVm009587",815.358822714323,-0.424515942834355,0.102026103810546,-4.16085616307221,3.17056736221068e-05,0.0203344161430294
"Dapma7bEVm009719",40.992884282072,-0.813003406559846,0.216149808830159,-3.76129597782188,0.000169035267112115,0.049182761373198
"Dapma7bEVm009724",2883.54110373274,0.602978870652668,0.153769510234387,3.92131619417635,8.80666115497651e-05,0.0361376107953996
"Dapma7bEVm009882",821.01967119039,0.286309645157323,0.0754925852624275,3.79255319131081,0.000149106298685961,0.0470588695437935
"Dapma7bEVm009920",19.2491258157577,-2.08823247267619,0.541138720326198,-3.85895962391566,0.000113870746840371,0.0391560090839729
"Dapma7bEVm009979",296.615793519055,0.612724452597505,0.149814773107299,4.08988005581174,4.31596322598058e-05,0.0233216155746736
"Dapma7bEVm010183",17.1050646242376,-2.72728341351709,0.684179605995015,-3.9862097461247,6.71371678209746e-05,0.033704368583332
"Dapma7bEVm010418",118.175441253066,0.730408202825831,0.187812402338459,3.88903072284626,0.000100645377919491,0.0376459077147215
"Dapma7bEVm010757",280.3659778684,0.873266408023315,0.209097065473495,4.17636854943816,2.9619977936533e-05,0.0203344161430294
"Dapma7bEVm010971",43.4316692201432,-1.851537532586,0.444956377548303,-4.16116641093655,3.16626250928421e-05,0.0203344161430294
"Dapma7bEVm011164",54.1593440121511,0.832871618674386,0.209688020772006,3.97195612609635,7.12848509363269e-05,0.033704368583332
"Dapma7bEVm011280",4833.31973982005,0.845542222478737,0.188838523919074,4.47759389837791,7.54890276488267e-06,0.00900432989944594
"Dapma7bEVm011320",203.600655478188,0.776672681993221,0.187544867236121,4.14126333308489,3.45398140549378e-05,0.0203344161430294
"Dapma7bEVm012758",6.76462417113698,3.09467926957187,0.79065973930643,3.91404685950816,9.07620099289612e-05,0.0361376107953996
"Dapma7bEVm013094",51.6750021902825,0.844906567653395,0.223100149326768,3.78711789392793,0.000152404798919093,0.0470588695437935
"Dapma7bEVm015291",818.403836651878,0.844621854802635,0.215786617480896,3.91415308633499,9.07220670136483e-05,0.0361376107953996
"Dapma7bEVm015320",230.194850647438,0.880912891860042,0.221644818946293,3.97443484602045,7.0546570259868e-05,0.033704368583332
"Dapma7bEVm018440",361.786110545625,-0.452481598733275,0.0928030231374376,-4.87572046077818,1.08412041997379e-06,0.00205034274427544
"Dapma7bEVm018551",2883.73634450024,-0.428800692189016,0.102191663771447,-4.19604375116189,2.71617800369677e-05,0.0203344161430294
"Dapma7bEVm019134",24.7149843058794,6.70531661646728,1.71653111777632,3.90631812440062,9.37131192651561e-05,0.0363558844738926
"Dapma7bEVm019140",18.1970351870105,-3.22811678628146,0.626655842344731,-5.15133916920483,2.58632966091552e-07,0.000782623355393036
"Dapma7bEVm021495",43.856948325621,-3.71507073610869,0.980814733336996,-3.787739529023,0.000152024099828102,0.0470588695437935
"Dapma7bEVm022164",13.1379934199245,-1.47867804574986,0.357289614931035,-4.13859788797744,3.49434778399713e-05,0.0203344161430294
"Dapma7bEVm024246",120.311347359365,1.51463123776454,0.384757994751736,3.93658158745175,8.26505289228851e-05,0.0357286429315215
"Dapma7bEVm027214",13.8570581679857,1.38881141407245,0.366295281923788,3.79150778786555,0.000149735452069841,0.0470588695437935
"Dapma7bEVm028362",10063.8010518851,-0.425323885387024,0.0805376995507983,-5.28105331738158,1.28443302252203e-07,0.000647782387691943
"Dapma7bEVm028384",254.548418261571,0.498958254590887,0.128835382463601,3.87283559104467,0.000107576399370361,0.0387531172017514
"Dapma7bEVm028529",409.099162913125,-3.54724840285428,0.727015993282594,-4.87918895269124,1.06522974688023e-06,0.00205034274427544
"Dapma7bEVm028606",7843.95109283865,1.03411626398645,0.22673971630769,4.5608077880063,5.09572101872485e-06,0.00770982590133069
"Dapma7bEVm029182",31.8170677015461,-3.77656296203887,0.85756230967747,-4.40383505597306,1.06353818096988e-05,0.0107275551187162
