"","CK07","CK08","CK09","CK10","CK11","CK12","D01A1","D01A2","D01A3","D01A4","D01A5","D01A6","D02A1","D02A2","D02A3","D02A4","D02A5","D02A6","D03A1","D03A2","D03A3","D03A4","D03A5","D03A6","D04A1","D04A2","D04A3","D04A4","D04A5","D04A6","D05A1","D05A2","D05A3","D05A4","D05A5","D05A6","D06A1","D06A2","D06A3","D06A4","D06A5","D06A6","D07A1","D07A2","D07A3","D07A4","D07A5","D07A6","D08A1","D08A2","D08A3","D08A4","D08A5","D08A6","D09A1","D09A2","D09A3","D09A4","D09A5","D09A6","D10A1","D10A2","D10A3","D10A4","D10A5","D10A6","D11A1","D11A2","D11A3","D11A4","D11A5","D11A6","D12A1","D12A2","D12A3","D12A4","D12A5","D12A6"
"Dapma7bEVm000390",6.55428881723858,6.26333161487503,6.55417684600298,7.91910289383557,6.64035083488487,6.45631300927753,5.70869859724719,5.88198882683181,6.38177558208524,5.05225161902388,5.59802525134807,5.69214542992208,6.149290197583,6.56167530476726,6.64051997063548,5.88663038917489,5.52963022832618,6.56509145741947,6.15914363772542,5.90888701222254,6.03317460816177,5.41186994967158,6.176413181496,5.83262100510245,4.90420196189562,6.11093554081754,5.65207715417631,6.44311426760302,5.44807560524129,4.84532779734089,5.83780029282733,6.39278147805796,5.60055302143311,4.93130366249315,5.37820542984291,6.14775780747361,5.8240008665185,5.10949299536466,5.74616985178474,5.64307817615809,6.37753674514453,5.24657118536646,6.18122204119983,5.79362704842042,5.2822707165402,5.43772643886328,5.43899528729959,6.43636589574727,5.46908995275585,6.35261396179192,4.61832586125634,5.71940241020218,5.51954809073134,6.34049323391751,5.64080120405384,5.20843576074291,6.05879621452923,6.33688327216492,6.28896213089061,6.57499982975811,5.81867490970485,6.38150747329289,5.68026103864538,5.71500537554176,6.96302833757366,5.66087528519283,6.79897686059623,6.9086394982174,6.38613564958659,6.0122081129866,5.97802587007653,6.65557874766868,6.31475950521579,6.32002964307987,5.23663515504883,6.48852818714382,6.1874881654498,6.69445179249724
"Dapma7bEVm003111",7.17660957876306,6.81788019568261,6.80890544288203,7.82830763786396,7.27824043021294,7.37278951115778,6.15506400069037,6.14587155034632,6.80761375620171,5.22561594283134,5.32093832633979,6.38016696783474,6.25354018829841,6.59127706662665,6.65489403347373,6.50309020545597,5.86258946394555,6.74881461386703,6.56980837763427,6.75433524622922,6.20745888331997,5.74970188077861,6.60601156501418,6.66885203975828,5.91542360303904,6.46754365519253,5.89458218126155,6.93049277046773,5.9001134027394,5.85227998284665,6.50386763971093,6.30130048544718,5.40293642799219,5.33500638168128,5.38800493317703,6.65750386520356,5.8086868376099,5.72055430411916,5.86016271315962,4.57165884936864,6.67108676311683,5.48043294717056,6.14746972543233,6.18341800615517,5.7646215183309,5.69614118626361,6.00744654092446,6.97684101865701,5.54650672235174,6.46861163590893,5.33453862256047,6.41965294133664,5.72188988003932,6.68733728219662,5.74367998800192,5.5658933479041,6.61723869624516,6.57415711290979,6.56682089064659,6.92981276339709,5.93755164240372,6.58121860284875,5.78273721699782,6.22939270657859,7.08252098100582,5.74070194694627,6.76051094259582,7.17366071639424,6.39823746635431,6.36394445653006,6.31786686500589,6.39869750830014,6.4582146722614,6.43775408242672,5.59287252597412,6.96409892256305,7.34785973883492,6.99594771783758
"Dapma7bEVm011089",7.64714872653373,7.54215914993898,7.81048842847751,8.50074938554631,7.80558257479379,7.66004683532785,6.6019733325255,6.87624508842372,7.38651375718377,6.46173667743551,6.41458872035784,7.03348573601018,6.54387228935525,7.07363261723653,7.05617856789214,6.42254832076522,7.38814088411797,7.26960348564493,7.10228394087779,6.83064158718178,6.86816187945261,6.90436927932546,7.17875888740631,6.53510574250977,6.6393720158374,6.86219439095092,6.07178857871469,7.68321042875905,6.41745575253606,6.11134738429606,6.95740968732589,7.19344191011269,6.60557549352645,6.11490147610206,7.04518481895723,7.15349877299468,6.44770535391132,6.90497660818243,6.549547549842,6.49582084787595,7.22381110647145,6.84795277992286,7.42674113658512,7.20126046723485,6.69582544946616,6.83515237604325,6.79548092077182,7.40634137416112,7.09194960628633,7.08022326148382,6.72485949453339,6.53314893022403,6.01299213727491,7.03543159029358,7.11492466217104,6.44161005392232,6.97848963878103,7.33645465222749,6.6654428409259,7.11085016745636,6.30544750066449,6.92863771857362,6.83488176215919,7.17619483903082,7.94429587339553,6.73033783893978,7.73440430215836,7.2477245856818,6.11942796525468,7.03244952591971,6.7723400914006,7.02455922774272,6.82437582486477,6.97395870327275,6.28256979770231,7.0246098684244,6.51454441460887,7.10711035624076
"Dapma7bEVm027409",7.68231134656821,7.18771880066563,7.28014691752805,8.28962651852783,7.56772556553185,7.27984834099267,6.04475588793367,5.56789467959409,6.92669058270216,6.47943773361504,5.98049062467485,6.92538529364099,6.34472947433593,6.76128850490509,7.11086749228476,6.92484064063854,6.43811707449148,5.87751612708171,6.91363551906309,6.37950666608451,6.47229221628436,6.7721680927487,6.84508286898503,6.51135583370139,6.66684928442333,6.25907257289106,6.04824121243225,7.32945448619868,6.21548666994738,6.48762987324925,6.50129454298008,7.40487553684976,5.5798552898261,5.41147444768002,6.04932475778127,6.61838687038487,6.22032179129157,5.7668307317179,6.18163186823385,6.19783557304997,5.93734682361516,6.15041169503864,6.84511966097515,6.60824693680249,5.93475421489864,6.20108703221918,6.40184669685817,7.4562142119111,5.88123455734239,6.48163910499238,6.04381569709108,5.86819086568835,6.90558842014349,6.85588561527605,5.70844471256461,5.76764248198835,6.9490689549993,6.76314751755355,6.68807339038417,7.07780584224395,6.01389858132466,6.01463132550785,5.70024347634464,5.58402374483419,7.25480565334473,5.97758931876016,6.90563877104274,7.0048548704702,5.98412165569566,6.5111244710049,6.23674591219208,8.0123671377751,6.8400002411616,6.75026918981981,6.22137134258112,6.80233755166567,7.28794555448899,7.12396553019625
"Dapma7bEVm000393",5.8533030878002,6.00765861726724,5.60090534290897,6.73248693413609,5.78055455773524,6.16769345534722,4.93844297641512,4.84603055470165,5.78243327995475,6.04325112449966,5.31185067788291,5.796812092273,5.23702370980147,5.5809008000543,5.45820982394403,5.61269656962199,5.69749722207406,5.38794186906793,5.48194813140095,5.08724411793063,5.05110268969139,5.36278189379113,5.28212113416144,5.5749200184185,5.81753765564541,5.25011024518293,5.40212856321044,5.69806171685815,5.16724407440038,5.37886830221902,5.17770165320309,5.29565216368197,4.95162620982869,5.59110071180635,5.25155937266928,5.5465927798603,5.21449759433341,5.42159707016067,5.67513569849527,4.97046701962477,5.25252905784819,5.43551864088742,5.41705111476905,5.51138628099779,5.75799370002401,5.37292786770341,4.53752833474904,5.74569414224347,5.46499992719817,5.48617457253989,5.83880022225279,4.79848354745346,5.53015329798689,5.55009810055103,5.38282072171324,5.05810237443646,4.43524781979951,5.089899725555,5.11512145390528,5.39840181216323,5.1104611487109,5.21810486067695,5.35221336419124,5.38095324770693,5.9585954123108,5.44176348238221,5.51716058265336,5.57976959643104,5.03720327115104,5.07408140397071,4.91803262204168,4.50669985984343,5.24988575832157,5.46981840457113,4.94943776393949,5.38614421220157,5.28298786119579,5.51276469258145
"Dapma7bEVm015255",5.94854723473941,5.71814620084719,5.72674461217834,6.60651316247745,6.1745159265155,5.62281028685573,5.07571395270766,4.67046820148526,5.1747024718879,4.67201609943729,5.01104349316835,5.24567321799612,4.64834336782077,4.8625608021308,5.58558854714423,4.90772368499236,5.10142815845439,5.56419049673792,5.46313042121254,5.50090466100909,5.04367967027704,5.06129737610853,5.59993220645524,4.96164264483903,5.4014029546203,5.22758993322029,4.64764786223825,5.54748911872076,4.88004620234607,5.25688964812225,5.3286838685153,5.25801705043364,4.85270504796125,5.04410159433026,4.88761376919313,5.20371082342855,4.43548884561298,4.94326582644613,4.91579884983154,5.19060613243425,5.03148410281629,4.98842233381372,5.45347783674814,5.30390081537266,5.15978972136697,4.98941452473237,4.64097391193949,5.89350392854035,5.06674891671816,5.05881054772403,4.66294546270447,5.09527439583493,4.32518377720419,5.17188275889713,4.78307368483256,5.08622000633151,5.58116804443844,5.65467998135369,5.20063519898317,5.12258275827355,4.54156512606898,4.74095374103754,5.08580909053503,4.56632671238549,5.87566394336445,4.85669042690823,5.38778577445973,5.17333398643243,4.2203033040072,5.06699511540516,5.24872477690491,5.36821227168799,4.98204972992462,5.15563138180807,4.8068286454403,5.25560324863178,5.62080359172794,5.35507273178841
"Dapma7bEVm015046",7.83929339074293,7.40740419971709,7.3191566534873,8.3024130795365,7.93817489622504,7.0851965637543,6.21659176250135,5.89083341639563,7.10471928061647,5.84001379532774,5.83664534047221,7.04863103071117,6.63615660889772,6.84125230092447,7.37455922401145,6.75987606141829,6.57365441247869,7.54049216301173,7.27595314726956,6.3668579656435,6.56494868470072,5.66752638950579,6.9818491254032,6.55372277621639,6.8594105630129,6.95206723994322,6.22145564302089,7.43763487995227,6.77201311821304,5.80927679135638,6.67597954882691,7.42865607003507,5.73472380792638,5.91898474581517,5.59089823234065,7.04206098872595,6.17778904977566,6.07458378590346,6.20675380659063,6.35260097833962,6.73280990981397,6.022363165053,6.97472448493063,7.22478781173954,6.06827824755741,6.04385438785889,5.98418286144413,7.25249033448431,5.99096160167396,6.65516862035451,5.45019499184201,6.77559064031877,5.96873611361041,7.13150040468116,6.01339212508014,5.65406861059647,6.41369823671458,7.1861630056133,6.82739294236189,7.10559068378645,5.84420749269082,6.44403981410747,5.89328062819326,6.21874397525131,7.48074160584294,6.29495044433744,7.28963378511795,7.20493650330901,6.24349711903934,6.78025092109826,6.89383000709738,7.39819349808618,7.14448062270495,7.26799445657868,5.73817703351668,7.10865336130259,7.59327671474438,7.28484069022365
"Dapma7bEVm010742",7.50771887939739,8.0264231748752,8.69937023376229,8.21928372508966,8.10149227404774,8.04148420998861,8.13696532137617,7.81506693893085,8.56741136714754,7.964875202979,7.40262040817056,7.69423962298999,6.96229880650332,7.01680549003767,6.97050475402108,7.69029790681704,8.36685034981246,7.24350441184843,7.40665773070067,6.40994808408741,6.4564424131239,7.75078100455959,7.41715643218052,6.22868707754576,6.94452727173578,7.50086173588138,6.21159614179308,7.74300837778191,6.74718833082648,6.29182876068759,7.66261058901933,7.1527158910312,8.27314516896369,7.8575760019262,7.4144434123293,6.88614640194337,7.92934022612746,8.00785701616721,7.97098044259069,7.14873287785757,8.12324220782674,7.87788694123788,6.57543808257148,7.01721439815504,7.33865032830013,7.29487876958021,7.1275679997078,7.50079778580457,7.84170928592301,8.03551395648479,7.44136473685483,7.11509915779257,7.56906909431876,7.86179949723231,8.53660285949,7.9069169176402,6.67503714516099,6.70118972564077,5.62365929423917,8.0859984706063,5.97520617086731,6.9010477581946,8.40612511269337,7.13933428129448,7.58761492938132,7.22201279497725,7.50111156476067,5.94583939608874,6.21934583572581,7.33633620016102,6.19132650180073,6.9740654308696,6.09520323045755,6.09875109567275,6.69817636742334,5.74119933052533,6.06306567209619,6.29881144167053
"Dapma7bEVm001468",7.82628452832425,7.35796756539738,7.36369404252399,8.30877707578056,7.66477947785183,7.16351016901815,6.3910112008675,6.66580815907752,7.25387888158714,5.13538468715684,6.03062724684331,7.2216755113767,6.68643283548405,6.96917181940834,6.9075169532152,6.34612771067931,6.20955471541565,7.16011953084089,7.05984491999983,6.69654511112634,7.00733453175721,6.31693470783843,7.07792697611481,6.3650744932913,6.8393951335059,6.42729237481856,5.80251986947152,7.3645672612377,6.29717199615858,6.05391090629928,6.20904521557951,7.22537148953939,5.95632781886395,5.72064472410603,5.91194607484657,6.98002212768639,6.08460969866645,6.13950140556701,6.28462788453225,5.33495621090323,6.57968299405871,6.11509691771399,6.44393076136107,6.89557136447002,5.81201395948656,6.03382969932369,5.64072773795308,7.3020620051635,6.11701909917571,7.03943922249958,5.72855245912158,6.08425352285537,6.488700885587,6.80588622404591,6.00366271340343,5.90695285401049,6.4029146940081,7.06590443289651,6.75465830756172,7.12370914008236,6.44029725799439,6.48872173778197,6.25714701336115,6.49666938913691,7.5500937826056,6.08556717478327,7.35857338431216,7.34513265428392,6.74421107722452,6.52728688090879,6.7344772726726,7.45840230845814,6.87147921825992,6.86595864036836,5.92944672869612,6.90031308769584,7.18166213777375,7.53392713883092
"Dapma7bEVm018544",7.07732833048186,5.72058832067868,6.93870501987729,7.87408628880883,7.06341680506862,6.80368785535307,5.93096344163344,5.42186555467359,6.75714176651298,5.75737578028585,5.35223535806207,6.71510393640789,6.16417539625898,5.86932944314205,6.43614290178588,7.07565515572901,5.70523756775134,6.43297568162771,6.48571013502719,5.66166873068307,5.73052101433355,6.13324546692387,6.19616649275222,5.86706833868161,6.52863243123657,5.99677751502445,5.6812557182162,6.66132190390431,5.94206617149417,5.54994061504848,5.87124985930746,7.14665918146985,5.65528292854482,5.67430712375737,5.59475477384213,6.46075377034741,5.79042802604266,5.89073281805717,5.73597644474037,5.65185915642885,5.84027940333983,5.62911360537231,5.7450798554723,6.77398881389569,5.67956550065435,5.56121774787746,5.62404400324369,6.65396597371578,5.83967043443225,5.53389879782004,5.34776420238901,6.03996742050175,5.7159191794896,6.22237008631093,5.55836233223877,5.54938151388722,6.06892087922262,6.35721652974219,6.09885246652816,6.27365660360904,5.43483041748831,5.64691884809551,5.86214165998658,4.34155612301478,7.06425425449938,5.42043911795473,6.57853191142625,6.68125217222111,5.72064889443554,5.89428853560598,5.92880003260969,7.09475632971713,5.89265811435606,6.05251860615841,5.34294001847218,5.91717592049092,6.35304357017143,6.42280627128598
"Dapma7bEVm001803",6.91625861682261,4.79793142348401,6.33239447748989,6.61345389037848,6.9617326216537,6.53776148705389,4.42585379870853,4.90446712098033,5.63562936739941,4.73921837528635,5.48105741708022,5.89485558376892,5.78176554222994,6.28157854268403,5.33235506642075,5.67108583433072,5.12886391618231,6.10675834803155,6.07248259977073,5.24958715334037,5.09160047087282,5.53385671165823,6.02774436278335,5.63901657379171,6.01264211229865,6.24243205274257,6.03896300267417,6.5556113233947,5.74648269746447,4.48233297992596,4.89024178801604,5.86659993528085,4.56114888522298,4.95230011448614,5.12468989150584,6.3129134823204,5.30183440199389,4.91231534548767,5.28665882178258,5.33725268646124,5.71339231918367,5.40752534994655,5.25872736388578,5.87834255091957,5.74319468248243,5.23909634305232,5.20345647166273,5.89140030836165,5.37512202219623,5.64795951681726,4.52986988551409,5.57039596789431,5.7583209004469,6.11203320955137,5.24550954116158,5.18659774153811,5.96400673117012,5.95328336893991,5.73774671921529,6.34344001366938,4.84164803125144,5.87961432842552,5.25200509869739,6.01707103585067,5.9613558365969,5.13448397445947,5.33143091271559,5.10369670699367,4.81778373332197,5.33455154423134,4.35914543248586,4.88150855055188,4.88090685588072,5.04624682793156,5.07218774077259,4.93277933523558,5.95747511029764,5.54271417489733
"Dapma7bEVm000463",8.06359810854383,7.71866259873389,7.60189389086749,9.00277912591604,7.96161255455094,7.6626578864193,6.53872228868246,6.58672782661874,7.62104449257497,6.83105818429496,6.02374436082986,7.3814472608898,7.0106449701243,7.06765209856771,7.60383519354755,6.99213265779405,7.04337787714971,8.11371235237778,7.60643374125348,6.69642716699983,6.67003373157855,6.86473495150186,7.55893622794238,6.14333870565629,7.28018051663924,6.80929050613883,7.01824120290619,7.51654594667118,6.02265781587299,6.56551784527487,6.7950793102801,7.2725252744738,6.28318819384323,6.11542385066244,6.53303904998464,7.68799299167526,6.39072933953424,6.57374892147495,6.21309984592796,5.85595958370353,7.00010348134779,6.6883761194316,7.29549002045204,7.46099221768207,6.12627067637598,6.86174589713498,6.27123659961202,7.86082432435104,7.0906753498595,7.15243213337263,5.88234442998317,6.97967749881787,6.59236961169919,6.96962117220433,6.42390369871512,6.217943866584,6.71654662976749,7.39383533327281,6.99690410797997,7.97097503578772,6.21318365481116,6.38689603725396,6.35823582610671,7.48969803755556,8.39432699606511,6.41734433723961,7.74044465141681,7.78699330280281,6.43327026819121,6.87066605404969,7.23961761617131,7.38556129140116,7.84997360635264,7.18825427356384,6.5978673785811,6.95865149708262,8.58315048272781,7.80554379613798
"Dapma7bEVm005551",7.66653688664974,5.18520913305389,6.82337546868766,6.95528330141341,7.60818987773594,6.71732134888715,6.84141707107541,5.42537299511216,5.99109541894957,5.16827287091194,5.37468066590814,6.20857289285457,5.90582715182063,6.51894835130293,6.78101308481835,6.07162091817213,5.54254851757995,6.62427426915989,6.52277462432391,6.18312104465135,5.35755456577409,5.97254453660278,6.18238466167153,6.11658266837372,6.15237574321534,6.74187170357424,6.11486427109433,6.83637428549282,6.36880941101988,5.25955218821951,5.75980418705821,5.19731734674823,4.92372034220426,5.2558420156039,4.80242357350869,6.17266730044607,6.1897402621087,5.35367540389514,5.63494702368865,5.81528802083563,6.11270610128755,5.31693793080906,5.24310641263318,5.91241914200987,5.85128785715498,5.72039780304807,4.91315232528976,7.13266653115707,5.85626101211094,5.71373114056462,5.43429966535862,5.85217017234606,6.05610951878684,6.51729901982212,5.54662814056283,6.26387024930964,6.51811627027649,6.47227248310946,5.89664591105967,6.64229447409363,4.95327219540335,6.35389664976873,5.55828824342867,4.70286753811325,6.58201516273478,6.03571104979208,5.56182440891051,6.08327845374822,5.63407842333553,6.03250291751095,5.6619546855893,5.74252139835658,5.39668443804217,5.83832787093488,5.48130488703859,5.68949654478801,6.05630081017909,6.37619906176668
"Dapma7bEVm000539",6.26325130282059,5.7007532031678,5.32126848433196,6.60614890465383,6.08914510404879,5.46002202357346,4.6073326634414,3.95490838583324,5.08628324328717,4.79252586254165,4.4746665252318,5.28869437756808,4.81156664263258,5.34910384457191,5.53000680651611,4.84232039388119,4.68699959646676,5.86803751650495,5.29885997532764,4.72191637017148,4.56008288110517,5.13827038096659,5.30469971615432,4.88703339703839,5.38068601681744,5.46961877667601,4.68065191297837,5.58125941728517,5.08052964763124,4.29020969925965,4.16013617940571,5.56213222255079,3.94377581095429,4.57953188122918,4.78815231935599,5.16850619581561,4.63075704533694,4.10706947065159,4.65589333174409,3.45537258627227,4.51233894198871,4.70942356285516,4.58020142028445,5.49289907978644,4.28982635754575,5.09472936535496,5.1176878370821,5.70286056835684,4.57741391695945,5.12057478689141,4.53174951314768,4.66185068465002,4.67991827657052,4.9536113760658,4.68181757005506,4.61784081720465,4.3861112559032,5.51876961145923,5.03868220501291,5.13169713874095,4.76785252760533,4.89536754291367,4.73339919508772,5.35975356448449,5.74468487974354,4.7146665203289,5.473161435014,5.71480597633725,4.59114011028569,5.30717740021757,5.33998135348376,6.00216150280696,5.34794789073796,5.27340379952679,4.43166673896606,5.13831999123514,5.34165293950018,5.97564952828734
"Dapma7bEVm003181",7.42405420824335,4.77880663200314,6.80125815691668,7.40502430552784,7.16812283557838,7.27514851434928,5.30986657594488,4.84172686716611,6.06077782118972,5.52168154180708,4.66236803376279,6.79079107280373,5.73175662336446,6.18808223682138,7.13553438047222,6.09160266803551,5.72132473572853,6.7188107380423,6.46137497096119,5.47468870130235,5.59394600267149,6.5127368395969,6.11255094008111,5.90602788961472,6.57981790999975,6.24526699990241,5.972410434548,6.66435813932731,6.20023364318657,5.89606538948148,6.50923442716938,6.72168321693253,4.81874007200605,4.83645586084072,5.39829071548654,6.30835578797105,5.4367673418253,5.49824475148371,5.50128775544775,4.95720360681295,5.69405451833888,5.66271155584064,5.96070091791512,6.26878572915251,4.86484716696342,5.5246693024705,5.6499806939637,6.71407560201428,5.65650797470617,5.39440169243691,5.47142716768559,5.98608089070076,5.93904136061265,6.82103955752467,5.25829741037456,5.4382640541655,6.23768256722488,6.66591996120008,5.55314366857538,6.79417392980771,4.87873903151462,5.66020231945996,5.44995863633923,5.23601161077855,6.55211026230826,5.67790269350886,6.10367197406554,6.40224351705836,5.08572821066233,6.10449929883822,5.75751537866075,6.39526222669414,6.11348472713336,5.97086529225156,5.90582351294477,5.96137558954222,6.63577360279646,6.43706040837949
"Dapma7bEVm009982",8.1038747752943,7.00936448372901,7.57397897662917,8.72931116001228,8.07799040337426,7.72734225936377,6.51379044707747,6.11734882460046,7.32789294003258,5.17766183878139,5.80724558391971,7.10640965982441,6.61392384030968,7.17736945743981,7.32581590878841,6.91086346286574,6.64815018335408,7.54092938854071,7.42453397063687,6.42235500638253,6.39010829994831,6.75277038097304,7.44609576019363,6.13830636695189,7.06543986163278,6.45308187756774,6.87565675583929,7.65909214849925,6.43565869961507,5.81843742883348,6.32296769155491,7.40668917303823,6.13280058387028,5.12543825667939,6.50532556669558,7.12197404620175,6.2985459034725,6.16249869473317,6.44656240313692,5.76421755758496,6.35936826370404,6.62687177698087,7.37786929479511,7.2837658666155,5.96649512429724,5.90048317226054,5.92347082619328,7.72600936765751,6.55243087648296,6.9050157570623,5.7727874267846,6.95804922508855,6.19823585784292,7.12746821156456,6.32613599082998,5.96491422059006,6.27807736432063,7.68331891225282,6.67495555702013,7.65520183016602,5.95016382885505,6.58183660267904,5.94509043729928,6.79501982397082,7.78172894932262,6.34764397387573,7.58899681324543,7.40819024949372,6.1138789021475,6.62225397523177,6.86417861132991,7.77866943016665,7.11886286308473,7.41380339368841,6.59110242906589,6.88182532640609,7.51094714557173,7.71061052686265
"Dapma7bEVm014954",9.95984017999341,8.40845260978052,9.34298834946686,9.82230638257707,9.71166395494267,9.47993369461615,8.24379620877833,7.74204988521831,8.34748474810235,7.53701178878142,8.348470111497,8.49440572547201,8.3264216270302,9.07688202047701,8.84339156742767,8.77145657343266,8.27096693759461,9.64231526077078,8.97307423500065,8.39691167968015,8.03017705910503,8.61369204391807,8.91274324729503,7.92774203280811,8.80781291150553,9.05124289427621,8.30643688910327,9.49031727531465,8.40724208421661,7.44619814592012,7.9685357523131,8.93708785374616,7.74667866843559,7.20898557073099,7.72457312805098,9.17420453251874,7.81304309965772,7.32462264739722,8.16168264937043,7.73038900091906,8.52647462330508,7.65847556022612,8.43367099417335,8.6527136056709,7.89843072686393,7.95736253366462,7.03605765252947,9.14453496160413,7.60197491441674,8.35806216218789,7.28861589071342,8.42144786849836,7.2701096635411,8.95312268589101,7.58275219316312,8.11519900725973,8.63149431962253,9.11342705824712,8.59200160756294,8.84902113441231,7.18189351510035,8.43145342144286,7.80623493688417,8.14649313565669,9.0598351048347,7.74026967524401,8.14058040906317,8.50251411782886,6.9022302164347,8.40316140313542,6.77039025155961,8.31377941930252,7.66927778818755,7.3982626804556,7.47516940011863,7.28770801682799,8.16671639526423,8.28369710655378
"Dapma7bEVm009996",10.9635445800942,9.97783135132274,9.99693459863692,11.9012497361283,10.8730369267091,10.2652625524218,9.19424118804851,9.02944997080448,10.3773748118637,8.03073348978977,8.55944980757599,10.1292683587215,9.45100974926274,9.7148515528743,9.99870906671833,9.65433653711386,9.33230046318958,10.6787650058676,10.2170350223008,9.57402982275276,9.13537283281905,8.89592489700278,10.3695597778655,9.26543114747635,9.72220081261696,9.31728123571799,9.03961649802693,10.4199462837893,8.83789966920696,8.21162614731886,8.62297484258497,10.4633261311162,8.43934420615634,8.20046453098607,8.6308860376223,9.79967249313724,8.58160303308981,8.59309290458456,8.69873826726451,8.75808932785498,9.28236800996034,8.79657994488503,10.1766929340696,9.92691147426098,8.79108917169138,8.55317627842914,8.77614078235179,10.504447159727,8.95108298421687,9.85468677437179,8.07972669533208,9.10552885396597,8.25561933995412,9.74188138587217,8.60219326551071,8.41644986225666,9.24626319146078,10.3129106077787,9.47431355605887,10.6607710301339,8.64765919198978,9.15097737738438,8.65415208487128,9.51239745738586,11.0121483959453,8.80831284685717,10.1681910652197,10.1949636904756,8.76509839304635,9.36773907511377,9.63110616035751,10.8190553550138,9.90965843957385,9.96628072710231,8.57609780821267,9.79273752358766,10.6906707440925,10.6324627201526
"Dapma7bEVm001287",7.86078179060134,7.53962492471496,7.71926715859566,9.02398174670449,7.98248151918739,7.5979763357851,6.66671412662469,6.30473321898349,7.61599506626251,5.74607267810598,5.44988179955331,7.44053511963311,6.88135952371914,7.26199554621542,7.76032245465148,6.85335845267193,6.48089018463255,7.7527907378642,7.34335908864341,7.05862590331942,6.97901166159333,6.65048360705212,7.39684435497893,7.29215035377221,6.22857361028175,6.6495673916999,5.90540653945434,7.62887667225685,6.27295597858448,5.99787388230839,6.6337184789934,7.60052657793191,5.54259472597525,5.27197945021555,5.42318287950845,6.99129768112439,6.07749784095557,5.87211409744323,6.05126525317168,5.96370778088315,6.97664349210123,6.44990971338899,7.18400681746681,7.18540143528855,5.7957141357395,6.21289594814156,6.31995792856858,7.71648503341553,6.39496059468048,6.78711893451391,5.08754258429059,6.40953712570637,5.73739405865151,7.24378895439906,5.34143725996598,5.59890001084681,6.91732386687746,7.46191618591801,6.6446046717285,7.71673758458869,5.83656735011147,6.65986059973302,5.86728781972005,7.32019663377372,7.96135118788259,6.3150910399983,7.63037213890054,7.48342729408139,6.58188331457042,7.00981256818189,6.82761798500711,7.77724495284361,7.24217416365644,7.46374576918227,5.97302096300726,7.35707212133337,7.66755186444701,7.90378274701138
"Dapma7bEVm002889",8.91436468753682,8.39905601889446,8.45776573503447,9.85092291863466,8.90935893471681,8.02858754048419,6.97404734963076,7.5287384133167,7.91882310333235,6.36549962065142,6.70504347627372,8.142959974672,7.8103608227078,8.05209925117122,8.09096445365967,7.20500381087699,7.85667542247243,8.66642254003964,8.02190778086926,7.81989691130834,7.62858707997772,6.94987386101426,8.32482003775815,6.41739419083317,8.14764616172735,7.43891447652971,7.28616082277154,8.70678299417341,6.7888799179199,6.32344622021625,6.83872893510788,8.31932186815994,6.88021784213805,5.44193472318596,7.1548392845261,8.30948454439231,7.01366671406299,6.87041114939965,6.93693187313667,6.95498415454302,7.862228990476,6.8676195505946,8.6044614366143,8.1375236950765,7.01165146279737,7.29585476324797,6.59536953350177,8.38284906316087,7.49484097199107,8.15226238670438,6.65170131995571,7.62446777166336,7.1016397553061,7.8765801778561,6.78341109344724,6.53886252165523,7.75231658440051,8.12323964572158,7.70615453992355,8.53589874818536,6.69708661499477,7.10127485203923,6.75231882043543,7.49656955368553,9.06130214068843,7.14150309531911,8.66710875175923,8.22783837447701,6.93836857408117,7.29118252434232,7.74838013240821,7.70747345377973,8.45813136147387,8.02641129136382,7.06390767570865,7.87481317878424,8.4144429306451,8.48220429214308
"Dapma7bEVm000243",6.1772638901898,4.91052785309676,6.14749973040777,7.05093577348474,6.53534388376061,5.97121220076018,5.01146608051033,4.30686922083637,5.74507151661563,5.08983416667704,4.88494326867617,5.70302473158203,5.36871287660094,5.89327481474431,5.94749401907754,4.97163804535106,5.32886752126273,6.62667380107275,5.71777293660993,5.24665994600046,4.83438492604521,4.5427192779539,5.80372976170588,5.26900121277572,5.47580166678716,5.36908280468906,5.18252909212024,5.86415550800225,4.9412630070763,4.9659832074422,5.40989892018698,5.86314947358683,5.12598816810899,4.7024185715325,4.91471572215615,5.74131411971844,4.7923888065239,4.81833197584137,4.95613114530617,4.9912729666482,5.1490760348182,5.23289011490233,5.60096742087347,5.84036849531806,5.1035413151136,5.1607571498896,4.76872635290312,5.8544280511391,5.08102935227751,5.10206203676153,4.1993221416453,5.64786206682743,4.98695514157294,5.4058941678741,4.97252879254944,4.57816434512536,5.44015790000986,5.69379555231046,5.36423439058377,5.88413833216977,4.7360801283172,4.7747572913124,4.82614587440471,4.27982499715902,6.16200915994373,4.66724038857426,5.51426237940323,5.83758552056965,4.35771582082391,5.40400701583946,5.33945205942274,4.84455162195065,5.76619337779614,5.39086454989688,4.9949130082209,5.51739857844771,5.824016965498,5.94683853268674
