,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
388_0213688,388.0213688,11320.07144,4698.939932,5371.61494,9087.957108,3719.960583,12419.12463,5587.52708,4117.545737,4929.134412,6744.023844,5590.153628,19210.00107,3983.53067,18611.2271,5962.868862,8118.59154,7471.935282,8536.467617,3669.66544,10833.53413,2969.131579,5135.233361,5085.994084,7907.013806,8040.218343,7061.256003,6207.819058,4292.264679,6239.274863,11705.55271,10184.56461,4395.615825,2945.696135,6182.967063,8095.370303,6008.178493,12124.34275,8450.94426,5136.155451,9576.298571,6561.507843,5841.689575,6362.771465,6330.202852,6087.155319,7552.558825,6459.393579,1331.140989,11067.26288,7661.810971,3989.127142,4444.677737,11598.07384,4192.691649,3000.513496,7685.285137,2043.689611,4803.169914,4309.466121,5888.562196,8496.399198,3882.475354,11259.54161,10806.82228,8732.807224,9561.488281,4491.757139,8732.189969,6201.814682,10807.12371,4056.553891,14389.31644,9113.718611,11292.66483,17774.84297,11703.77269,5669.696629,4154.541863,5568.026533,7878.330065,12088.03144,8689.449648,5233.89366,7897.963597,15129.89758,8447.873654,6533.802074,11686.34448,4210.058234,2686.423361,7036.062486,7787.590605,4862.292064,5774.661481,14657.86664,0,10317.12394,7388.538584,5631.698904,5752.665268,7573.363748,11652.04105,8151.078969,13250.28151,1604.368405,3086.975592,10866.789,9141.444577,6515.771231,7744.03293,5336.718032,5022.521091,6066.37785,2044.029165,6789.646159,5456.453597,5706.357653,11048.23474,4719.03447,9941.639491,5865.600509,13480.37092,8235.993137,5552.099134,6482.55438,9578.665632,5668.593152,8444.699234,6100.584789,7803.956862,7395.169753,6092.677684,5574.931221,6220.304116,5435.013372,4189.058086,8795.220856,5120.789804,10539.08484,3351.001087,6278.020603,5659.284344,4221.961417,6571.479812,5202.887022
388_1834621,388.1834621,1869.28741,1999.888539,2271.197126,3441.34342,2008.060308,7011.180955,1382.087895,2891.032934,2612.904519,1749.809551,1577.000224,2456.320154,2499.854109,2150.940474,1430.417722,1130.672111,2760.805115,0,1827.764156,1573.035667,2643.388164,1428.305341,1696.673779,1799.943578,2221.804477,2224.722666,2208.720899,1648.295929,1755.123977,1949.358255,1601.44849,2042.440516,3088.620575,2768.263562,1940.709249,1835.160032,1898.427357,1331.953256,1658.241122,2071.042383,4043.919241,1764.723437,2270.770074,1427.463105,2963.186165,950.2609564,1890.888695,3100.674,2902.163606,2580.70181,1954.035289,2656.409501,2680.458138,1767.052923,2413.383065,3753.837581,2815.253643,2376.201634,1041.38168,1713.399374,2355.809972,0,1127.589076,1711.653758,3450.065787,2466.486446,2090.30154,1428.35227,2437.883383,2460.993754,1903.154611,1834.750904,2303.106834,1998.482486,3031.262157,1788.451156,2510.262218,1268.739696,1836.615685,2853.307856,1966.435996,3483.167762,1261.098558,1145.139397,2405.606716,2020.706251,3215.193608,2988.514803,1416.741411,2726.657545,0,4808.084875,2108.76808,2204.575638,1454.888554,0,2088.61805,3467.962002,2173.894776,1875.207124,1904.50749,2043.785605,1914.839816,3609.763207,3857.274269,2515.111308,1500.232686,1879.774843,1572.371914,1635.976185,3453.132311,1593.178643,2479.309641,2012.607772,3131.003386,2350.781773,2757.687342,1939.936031,4529.291366,1631.403082,1771.443701,2296.42137,2140.304712,1909.655256,2312.369532,2022.910437,2211.85491,2946.382655,1877.740917,1930.122473,3993.043466,3617.882135,3270.433556,1777.257008,2062.042825,3821.165633,2253.800159,932.855018,2954.184241,0,1761.47097,2244.070669,2240.748282,5483.506213,1339.882625
388_889027,388.889027,1392.441777,1200.258571,0,1079.439206,0,5645.376794,3188.11744,1213.432676,1851.414487,2776.180303,1870.323018,2370.301658,0,0,1521.807728,1882.170459,21090.88814,1632.304482,2145.523881,2963.014133,1147.258788,3028.480236,1996.03923,2642.213298,1228.198698,1498.45042,3445.402719,1654.892296,2251.574311,2584.494937,2204.942725,1553.428831,11868.67115,1802.846159,1992.700136,2081.823131,1696.028879,2096.639128,1968.233748,1000.891382,7354.573223,2181.25901,1302.295309,2003.579221,1721.634834,3384.754021,2271.791075,2725.229306,0,2147.91672,1821.526667,1747.753227,3066.240074,2727.666236,1341.790385,2234.318604,818.7707524,0,1924.346144,2233.400244,1302.579014,48878.18411,2722.443645,1706.367661,13710.59456,2196.779921,1395.356175,3153.270616,2613.008602,2758.338174,1387.036776,2327.636553,1679.800392,1448.599412,1670.425447,3202.447721,2626.343524,2735.67025,2186.851507,2519.825366,2257.507613,8546.166771,1326.810909,2832.885052,1940.480061,1674.418144,22180.55737,2110.357098,3567.025133,1305.143577,3184.118787,9839.287344,2155.914973,25087.9075,1987.07746,16609.76757,1447.568062,20890.26569,1778.590044,1831.324665,1295.957344,3431.715374,2053.932141,3446.039567,0,1061.551435,2821.404582,2542.188504,3296.28679,2359.952008,2056.568456,871.6251625,1646.543748,1954.435562,18217.04226,1916.483474,0,1867.862134,19226.6121,1891.088371,2208.206664,0,2205.877539,3216.089988,2160.193585,1823.772931,1839.036549,1727.852905,1410.012001,1980.587758,15371.129,7677.779256,0,1612.393953,1307.584432,1284.322894,2371.232718,2838.740983,2062.483332,0,2062.87425,1006.942658,1637.246126,11810.50793,2506.185213
389_0080557,389.0080557,2951.436919,2529.824518,0,2113.699399,0,3926.73045,2884.313076,3096.452925,2950.490507,3304.867083,2957.746168,0,0,0,3554.125778,3113.173613,3215.774563,0,3027.026469,2757.226429,2700.198521,2560.207219,2383.762045,2752.549678,1279.488796,1843.385211,2571.310186,1247.119976,2075.326312,0,2504.641041,3268.036854,3753.852623,1954.229629,2138.17423,1996.693632,2164.887368,1731.881644,2250.808961,2393.366396,3150.646405,1986.747983,1763.853171,3052.732148,2152.698567,2723.503056,2806.773364,3200.939559,1863.945289,1918.732044,3194.629842,2513.662508,2577.908212,1720.593935,1878.195447,1859.546137,2566.084421,2740.231635,2203.610964,2493.432058,2147.415754,0,3003.712373,3342.174653,3498.193155,1660.492851,2270.432887,2842.221515,2149.4745,0,2189.641784,2627.884354,2839.789409,1825.300438,0,2422.7514,2984.271999,3855.12097,2302.001213,2266.796677,2212.668462,3273.82047,4771.058932,3292.032283,0,1609.060155,2244.452338,1992.517055,4036.305602,2112.497875,0,2261.424611,3491.210729,2412.656633,2162.25424,0,2049.560037,2660.496999,2808.190033,1689.377913,2026.138074,2596.39488,0,2098.897931,1868.928004,3411.157406,2293.777856,2555.128353,2221.107389,2723.120483,2436.089509,2531.747237,2384.515691,2211.25145,2966.742022,1974.553752,1805.728707,2354.913483,3003.770107,0,2964.784756,0,3287.2485,3030.671072,1800.199042,2418.767386,2166.140775,2047.086263,1986.919429,1653.590596,3503.867932,2923.609846,2560.549482,2893.961717,2674.717066,2693.977053,2325.122417,1984.178711,2340.178655,0,1744.13355,2089.107818,2397.37689,3248.597534,3648.725494
389_0122115,389.0122115,2314.435315,4506.498931,17467.56986,3929.381619,18594.80024,2560.23551,4905.461536,4258.250387,5194.596905,5389.100112,5044.143534,5816.051334,18751.19804,6502.645617,1664.37211,2749.870676,4105.467143,8190.540186,4310.242038,5536.43872,5241.57055,3257.696311,3810.583605,4180.068219,16296.03153,6885.87488,4888.582728,8847.798415,3780.806114,7209.709084,4232.702752,7262.714344,4032.611886,4100.64811,5627.170587,5323.683718,3983.724636,19317.20818,4668.021307,6155.328523,4558.805465,5044.021427,10399.99611,5059.178691,4848.218193,3509.480423,5628.855292,4184.826009,0,6494.171119,4042.721115,5496.474193,4765.772474,4844.023985,4384.301227,13754.58911,3735.982288,6047.953701,4243.094653,5605.731552,7418.986392,7250.318044,3294.582412,3061.491557,3873.487438,3235.913213,5314.16438,3363.243193,4741.093438,6744.952732,4940.881674,3951.986297,2772.276902,2496.444637,3599.027203,2852.1372,5460.608959,3066.915637,4725.659292,7540.141828,5991.494733,3744.186089,3569.854792,2471.015201,3978.5135,3202.809766,2679.986041,5348.71265,3230.208149,4389.949383,4861.895348,10650.70612,3249.193433,3534.215506,3873.568201,0,3402.388376,3335.50858,3940.209804,5808.136871,8615.956943,6711.241922,6127.61318,10442.48019,6256.345631,4613.512155,4669.733951,4806.703318,5810.839126,5209.519257,4896.55848,6440.794714,5182.585563,3291.791705,3897.146352,5822.73872,7164.696826,6787.781346,7259.827827,24086.05776,5459.05225,17282.41283,4544.939065,3946.315253,5526.055313,5452.41342,6227.721308,6611.440682,4584.705506,4875.295173,2950.776511,4881.611498,7895.228469,6354.058574,4458.301562,4997.993423,6399.373567,4368.411427,6363.19795,15414.17001,6478.487513,6225.075795,4607.625455,4177.857514,4355.519392
389_0397341,389.0397341,2131.152536,1744.630752,0,1375.19715,0,2632.983102,0,887.0178459,1559.117084,0,1823.724708,2010.081353,0,2012.871443,1288.810691,1465.478926,3597.265765,0,1144.24194,1502.088635,885.1963514,1404.363379,1400.521585,1792.703364,1153.971875,1895.771016,0,1119.351101,1604.212846,1709.144131,1581.301956,1335.297931,1971.878536,1229.716735,1341.586585,1333.98988,1734.408574,1275.310162,0,1839.543139,2332.129409,1030.133098,1264.894972,1352.426703,1727.869147,1574.837123,1582.197499,1270.129947,0,1293.461694,1183.331234,1664.251754,1642.677908,1267.873869,1232.955636,0,1031.090212,1837.871039,1137.455909,1563.1019,1824.489711,0,1596.573766,2493.149737,3764.126394,1361.027289,1455.473837,1458.065597,1358.210093,1659.055437,1295.545759,2083.234186,1077.449466,1271.459366,1676.703831,2171.69218,1670.150951,1206.453295,1468.026824,1387.896015,2090.268797,3144.599935,1576.987005,1212.618749,1861.816087,1123.108107,2487.434956,1457.050551,1364.36869,936.7364299,0,0,1277.290593,2919.337049,2030.759566,0,1952.659118,3132.859143,1604.730686,1341.114278,1577.698488,1827.10899,0,2178.858136,1037.910313,1163.601676,1792.878799,990.5867811,1037.912284,1469.980439,0,1554.982911,0,1084.312153,3203.210306,1029.55895,1542.131764,1984.950856,3212.961304,1383.982203,1572.922682,0,0,1099.023717,1063.834209,0,0,1751.489763,1101.53326,1437.03636,2799.960679,2246.333546,1284.813144,0,1039.514563,0,0,0,1773.876834,0,1596.347065,1359.401453,1499.251463,2286.927987,935.4727431
389_052361,389.052361,1418.677308,2409.402513,0,2363.73355,1675.691796,4722.574844,2757.08541,1762.595746,2630.415585,2191.901208,1710.923125,2156.958106,1519.829253,1225.075386,2403.807383,1812.691014,5377.53076,0,2098.518582,1834.337163,1467.696615,2613.178051,1906.454329,2719.624665,1442.864574,1674.28045,2293.075697,2342.158955,1621.292997,2522.995319,1735.019857,1382.292878,9116.226055,2381.397531,2688.418777,2107.136287,1354.7899,1603.944449,2998.657262,1038.755303,6522.999074,1815.88532,1772.052924,1311.155368,2635.576441,1785.963835,2320.524518,5468.38924,2921.940774,2554.746093,1929.560356,2117.756829,2493.599776,1839.962067,2154.617202,1787.188743,2614.740729,2646.396738,1470.257147,2337.074952,1989.949444,5174.480012,2089.991064,1635.753936,5260.777769,1965.746193,1909.249464,2010.045007,1746.314085,2517.100892,2007.90953,1907.762356,1206.097406,1552.905442,2388.224605,3246.127642,2723.602365,2746.060225,2246.639126,1733.0175,2052.621161,5817.7045,2321.817751,1896.526826,1964.121341,2283.571784,7450.779969,2461.959698,3074.814067,1569.555367,0,5751.069146,2309.04592,7190.015024,1710.202678,6547.88232,1765.576823,8287.527496,2112.900125,1785.858596,1381.801662,2597.610143,2774.72955,2593.237781,1516.885619,1736.035859,1655.319008,1343.331183,1824.479909,2128.275838,2696.321156,1718.807492,1988.087174,2791.988986,8262.582011,2129.899933,1668.049943,1331.850912,9292.423109,0,2628.760005,0,2219.452637,2012.944243,1604.879634,2439.098043,2208.76699,2850.098771,1466.179541,1770.835105,8130.067115,5423.360856,1937.674092,2558.422617,1564.791511,1624.402512,2144.817877,1161.885615,2059.409696,1983.83563,2058.604104,1557.126362,2395.230995,7035.814436,2007.105761
389_1052911,389.1052911,4695.243569,3579.909006,1476.900533,3646.040961,1969.418599,15923.48936,9466.493084,2182.835044,15377.14238,9410.955226,2809.244926,16107.01625,1411.171403,20094.45779,4671.182093,4588.273939,18718.91227,8159.202846,2175.597502,16980.14532,2080.592165,2937.540916,2984.173019,13370.86415,3188.661682,4460.265277,7713.263617,1934.968827,2418.757528,17758.84444,4480.740839,2748.798412,7476.794543,2188.204358,13454.30219,2069.414302,5136.803419,3275.705913,7209.601944,5022.444174,10994.26702,2899.678378,4468.804992,3774.98231,3862.64341,3383.7988,9512.214823,2701.635658,17155.87512,12633.96048,2197.23133,3070.693722,18162.9522,1891.572497,2487.073109,10138.00646,1776.631866,8683.329977,1726.580021,3875.055154,17387.23386,10889.31261,6995.653372,6119.181839,12169.22975,4637.194368,2874.418093,2983.39689,3427.49735,17594.16376,2614.815517,19561.64095,3605.2931,2812.442888,19796.38152,16376.20431,13244.05787,1912.923261,2644.710865,2537.412202,11642.7054,13381.61049,3477.805777,3905.688372,23929.88001,4147.549667,13778.73277,16139.3446,2335.428348,1522.02008,0,9612.636181,2580.469704,13594.41844,5894.224507,0,5543.763807,14633.95313,4207.876062,2774.183763,3676.705055,17684.60668,13856.80392,15478.84733,1892.084608,2247.375908,4551.7852,4367.523262,2413.347056,3777.719487,11276.11621,3091.19128,10704.78532,1914.201982,16594.85073,2938.941539,10097.10592,4476.267614,13762.75629,3895.08009,10631.58874,12332.31566,9555.672225,2496.221276,2619.168913,9085.762815,11928.65807,14942.90118,2481.415365,4383.230819,16231.13836,12329.99833,7398.720754,9614.758384,3336.309117,5675.79721,8583.171376,1479.425635,19343.48165,0,3694.495461,4394.581814,2693.193715,8629.598825,1915.770237
389_1675833,389.1675833,1779.380652,1464.02575,2131.307231,3043.580159,2123.176257,5396.046864,1544.353952,2959.952978,0,1588.314225,986.4728767,3015.845605,2540.459614,2911.171561,1594.609847,1037.724442,2423.314617,0,1360.785067,0,3059.924589,1389.396042,1584.875077,1889.586555,1767.708064,2137.138724,0,2097.228501,1188.459881,1820.950719,1390.54606,2018.743077,2089.359213,2198.097661,2172.785672,1364.797043,1330.929055,1399.402697,1629.991739,1564.697212,3809.13061,1163.027855,2445.164795,1126.128505,2591.968231,1006.676507,1862.977102,2832.697904,2475.751039,2394.698282,1824.836712,1855.446723,2014.336232,1215.152754,1764.568172,3624.936607,2146.125933,2292.858067,905.543385,1473.087473,0,0,946.229076,1192.939975,1597.943464,2117.726169,1544.827925,1595.73643,1574.76286,2617.937068,1810.9141,1699.568725,1765.931883,1597.652425,3312.975511,1501.860076,2108.845347,1123.967282,1719.364896,2366.800079,1739.715966,3552.259093,1039.730657,1031.287813,2471.154392,1769.375468,2962.654727,2837.304138,1102.522595,1981.113209,0,2967.043655,2032.301843,1798.761074,1349.43848,0,2359.294874,2635.072303,1810.851232,1492.623935,1319.43827,2165.9995,1869.210234,2237.146554,5046.437586,2487.046106,1167.239151,1839.684782,1423.773606,1361.173823,3863.597811,1479.45666,1761.385485,1394.21866,5500.155576,2370.683803,1887.49777,1446.040921,2571.89721,0,1622.885042,0,1571.214376,1202.004887,1932.81692,1506.528128,1570.891534,2532.903733,1430.500644,2066.56608,6095.293994,4637.169079,3768.890135,1519.082322,1582.328466,4345.12277,1656.290943,0,3158.981427,0,1689.594272,1900.246233,1533.933471,3213.572178,978.8172658
389_1774295,389.1774295,2575.892739,3798.909155,0,4414.881165,0,7442.595433,5998.916664,5009.772117,3442.031024,4432.218069,2768.847113,0,0,3903.573721,4599.602758,3884.268566,37835.46526,0,5558.111086,3195.465207,2292.849541,5454.971892,6226.96418,6888.355354,2522.741687,6097.76884,0,17758.68983,9776.946933,9499.046922,5446.170411,4755.469055,20327.52546,7289.640825,8109.896041,6974.307144,3249.295397,5412.949405,4168.330774,2669.890998,9318.792941,3128.064174,5342.993273,3360.098025,7155.457405,10710.40903,3347.416889,9871.095383,4646.649465,6976.45125,6819.866484,4188.737865,3956.333646,0,5133.719411,2495.835308,2273.683787,0,10147.03615,7127.107616,3942.653223,16767.70756,10361.75519,4963.062155,23694.24947,9403.231302,2514.624497,5468.690073,2607.965591,5675.44475,6574.863892,2955.892686,1690.519158,4174.196604,4352.096031,6011.445095,4663.239992,15755.82164,4742.403159,0,6537.667423,24391.83891,4138.308095,10160.29311,6277.85332,8427.954412,27478.39948,4466.694596,4340.446177,4641.683751,0,20303.40666,6289.40157,36585.57374,4849.183703,0,5076.878752,35009.93543,3848.414568,4462.572106,2757.891238,5470.087912,9564.307964,7380.635637,1646.996786,1481.221835,3496.783923,8310.761181,4083.519019,3974.752656,3005.697498,2162.703359,0,10110.57311,26146.1375,13077.66624,2455.69151,10457.03148,32541.2504,3358.298804,5164.120722,8593.864147,2941.369608,7046.39059,9039.529212,10013.85417,8248.245278,8954.161822,3908.514686,4602.854995,15887.00912,7996.775785,1552.550352,10647.84434,3601.050564,2817.451714,4948.076824,11076.20621,9292.189321,1927.246646,9627.26249,3141.209663,4230.384575,21258.86776,4337.303433
389_9923837,389.9923837,3600.883205,3152.615256,0,2767.649765,1469.753291,8731.658894,1917.523215,1589.566047,1965.970676,2023.458366,2451.431666,5220.166116,0,5129.019975,2016.487156,3095.879049,8675.326487,0,1819.556624,3003.845612,1441.390907,2197.798246,2225.799859,2607.339814,2304.907993,2632.959375,2481.917368,2011.974581,2141.130913,4254.331773,3646.452554,2503.106698,4138.865681,2044.290216,2960.077563,2352.01498,3520.806052,3255.803143,1675.365099,3995.095882,6222.709308,2255.042331,2410.449177,2846.544253,3244.911711,3084.127306,2638.061859,1884.913864,2909.936239,2866.934328,1601.396938,2435.556487,4039.131492,1758.674476,1533.756636,2322.10037,1270.528433,1972.589628,1892.025947,2654.600648,2437.735317,4523.473036,2854.111748,5230.293444,7063.669358,3393.552079,2404.41237,2525.654854,2923.458249,3753.758883,2133.293389,4218.851592,1978.664108,2369.140373,4349.912064,4220.369965,3120.578594,1745.497147,2510.572252,3305.871327,5025.443514,9589.309267,2102.17924,2545.726568,4737.361387,2748.167292,10258.08288,3766.495685,1872.077861,1377.343139,0,4975.297461,1985.317067,9988.998684,4429.274694,6473.10634,4102.426113,12805.55264,2618.019437,2139.620543,2679.872851,4543.9517,2780.20343,4943.540394,1698.3256,1761.430621,4215.277144,2732.286928,2119.811284,4010.116919,2081.02217,2527.218552,2310.853551,1449.642722,9426.549996,2521.900864,2015.837829,4810.996383,9019.117877,3425.617047,2939.857438,3463.601385,2078.611122,2483.08815,2421.352039,2465.74146,2688.478238,3042.216903,1686.72956,3599.686648,9181.052011,4253.047268,2127.369309,2114.264806,2100.669443,1880.723385,2644.057471,1499.798441,3888.752942,0,3219.480433,2197.959601,2408.487706,6306.32631,2000.818531
390_0482232,390.0482232,2077.076466,2115.1337,1730.010437,3077.792667,1960.309349,3449.820908,2493.049861,3429.439028,2447.198391,3569.275255,2301.785958,2032.163571,1933.911614,1357.419301,2630.583196,1507.993718,0,0,2403.209483,0,3203.441627,3485.440459,2699.359621,2836.132276,1856.110682,1952.43473,2657.012761,2298.618171,2230.69263,1856.666457,2081.127612,1839.980555,3329.588671,2412.475385,2072.937514,2946.161805,1994.694245,1862.64109,3209.173691,1543.035307,3321.320279,2271.81,1997.505205,1728.912201,2428.207894,2029.919308,2337.12508,3114.769401,0,2540.75131,2594.480693,1861.451786,2299.208031,2568.822334,2630.402436,2354.930416,2906.155287,2685.81786,2304.456768,2080.215436,0,0,1849.619224,1631.221053,2124.212099,1876.563524,2152.55237,3326.985724,1846.428278,0,2361.613788,0,2568.433548,3093.890958,2251.629005,2482.858543,2091.526032,3586.765174,2743.636044,1893.963854,1636.257727,2542.865499,2408.607935,2123.778194,0,2200.637035,0,2630.790917,4008.927056,2208.599496,2458.193096,2150.872756,3654.941427,0,2176.241177,0,1876.67203,2001.508032,2402.537011,2206.868705,1789.260843,2220.832333,2999.191314,0,2012.83911,2693.859824,2328.504309,2713.094701,2817.143184,2176.327194,2403.90489,1632.668472,2143.53197,2254.841564,2841.026052,2073.386293,1836.1862,1130.159571,0,1221.182632,1942.007403,0,2209.343172,2518.946724,1721.64015,0,0,2531.894454,2034.531937,1755.87584,3580.27034,2620.28203,2350.496669,1829.909868,1824.290405,2857.480502,0,1711.440692,0,1513.195784,1929.885152,1982.830615,2737.754775,2778.682095,2036.18465
390_9167085,390.9167085,3293.217477,2309.058962,0,1840.262998,0,1972.453584,2637.60253,2742.600788,0,3142.437544,4736.249629,2143.932387,0,1665.833893,2607.361327,2815.901395,2473.311799,0,1990.307111,2462.765434,2875.663447,2410.96311,2951.737708,3164.453973,0,2702.409806,2830.573503,1008.589652,3289.813614,2262.19467,2628.431011,2556.736857,1968.217783,2375.900202,1984.208964,2897.048835,2876.70738,2705.238127,3754.259672,2745.84301,2345.858668,1893.794974,1396.762697,4242.267111,1756.036328,3490.055252,3454.187575,2017.430293,0,2602.649567,2883.556126,2287.758639,2644.439312,3255.41248,2148.306619,0,1586.731384,2190.490004,3818.992012,2435.288363,2931.244403,0,3553.169633,4547.268659,4894.7989,1163.548339,3150.849936,3560.648025,3019.943517,3081.186495,2704.65471,2907.794647,4084.254785,4519.99386,1810.312081,2725.752661,2595.632057,3330.384662,2395.970346,2621.072133,3389.245278,1570.741834,3633.872237,3243.723779,0,1810.464285,0,1997.62481,2396.204551,3266.501504,3666.666073,0,1954.26011,0,3309.682833,2785.984189,2353.660632,0,3048.491305,2528.888724,2681.655998,2174.096821,0,0,1576.423358,3276.147374,4342.442534,2643.895036,2705.207777,2419.072977,2382.560655,2897.272102,3491.023894,1628.475542,0,1274.26988,2416.190375,2572.198421,1995.960078,1629.273712,2947.918777,0,3383.960894,2171.910979,1737.168913,2198.377015,2266.630768,1990.844648,2063.683999,2178.440722,0,2252.306753,2564.581183,1994.115541,1888.178011,3004.374017,3012.207742,3044.352367,2159.747052,0,1991.858377,3178.748447,2306.34404,2035.946498,2682.239502
390_9553498,390.9553498,14009.83469,7561.241459,0,7048.420687,0,5758.426162,12633.80896,14089.78975,12273.6352,14346.69278,17288.05117,7422.913339,0,6729.682372,15592.95941,0,0,0,9063.51415,13723.04571,19760.71528,8641.6582,11316.93193,14331.61145,5906.750906,7463.363352,10865.68112,0,11086.67032,8198.000573,10899.68159,12080.36947,7955.525632,11836.97284,9318.262124,8800.917797,0,9910.682825,16363.60985,9535.655538,8116.173502,8699.10693,6133.707687,16518.87376,5646.78762,15190.98734,14915.71136,0,6644.215491,14150.65017,14989.53687,8355.152049,8891.452767,13742.2759,10842.23008,7064.1129,0,14569.73498,16588.27901,8859.438335,13180.4025,0,0,16540.45903,15627.81334,0,14526.56812,12512.94581,10535.66688,8261.259035,12219.00829,11894.2808,20547.86654,17706.78207,8569.440978,9909.527723,12176.20369,14398.24372,8600.981661,10876.50727,9601.468849,5596.720625,23713.61519,13181.37123,5764.537062,6138.976534,0,7204.357613,8540.828478,16562.28122,12968.43575,3425.342528,7005.594263,0,12078.18525,0,7419.354485,0,12362.37243,10871.59635,10135.24794,6463.672484,6390.253647,8118.272644,0,18353.42212,14475.98,13332.83668,11736.1591,9585.662754,11976.45719,16242.02461,16361.34818,9999.165137,0,5229.095496,14652.33939,8953.883298,6486.763498,0,11386.43764,0,17088.05173,8471.324595,7119.687373,14400.36499,10720.34304,8273.805297,8847.464179,6718.374647,0,7321.787512,12084.51695,12879.83863,11984.96723,20389.34513,13172.10198,17495.28656,7772.765942,0,7368.476712,14871.17009,7130.871653,9859.050489,10671.64403
390_9869833,390.9869833,1421.152104,1851.382326,3049.947716,1709.794494,8254.999495,2288.999163,9068.049926,2410.778722,4025.173161,6173.432417,2386.275429,2051.918283,3117.448638,0,3106.767075,2716.002262,3256.114488,4935.321483,6775.078388,4889.776228,1678.1635,3117.021851,2334.522693,7165.634307,3186.134656,1166.625116,3665.174486,4229.709645,2988.437801,4776.289745,1763.077848,1810.893981,10878.39383,4709.768728,5076.709096,4063.949191,0,1488.827276,8403.051544,0,2606.721026,4072.871492,1450.712141,1834.477207,1646.090921,3731.51357,4304.986452,7650.578188,5871.495259,5161.177536,3957.963603,1093.478109,2865.806754,5991.02959,3279.761547,3690.536726,3150.171463,4771.577063,3530.765886,2836.36207,5674.805607,0,4461.260618,0,3027.896556,1555.1736,0,2541.706086,1393.857368,3811.633926,2118.268638,2835.039578,1728.657537,2099.378449,2421.400187,5732.166383,5260.084919,8342.77508,3074.130852,2447.632602,3590.099208,1893.876745,4204.356196,4668.262141,2400.068704,3382.110287,5846.778021,2818.596525,3709.848931,1997.698022,1953.479806,5509.737048,2700.870792,7347.990637,2158.587528,3743.859719,0,2709.307506,991.2896056,2116.970135,965.9857764,4211.692654,7756.000611,3845.641907,1352.836468,1735.329373,0,2451.936562,3681.820957,1861.786268,3195.154409,1732.137656,4736.604452,7174.941202,2668.905833,2278.556399,4525.38324,0,6477.333371,0,4466.522632,6492.451568,4913.410473,3084.236852,1791.728239,10910.42474,4811.110694,4704.493131,1844.583828,0,3408.081457,4379.53415,1157.913072,9580.860994,4221.81739,0,7275.87121,7623.562277,3669.525558,5669.888227,2037.953025,0,1934.589103,0,2902.845042
