,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
233_0600923,233.0600923,5549.270672,8960.700097,0,6498.080289,0,14034.06223,3964.51454,6324.732933,4661.517902,4761.085584,7784.533483,6841.489196,0,6160.788979,4975.452233,0,14135.74852,0,4976.37835,4946.313402,5667.258926,6828.964437,6575.80651,0,7060.944612,5784.280746,0,6390.351558,0,5882.983873,5672.313893,5813.912867,13408.94912,7432.527171,5921.452167,6882.769901,5847.147006,0,0,8103.053508,14855.39779,5165.68584,5575.461788,6134.84993,7977.920845,4604.135472,5573.49657,8750.159933,6490.440809,6666.350441,5306.84382,7078.702175,5964.626071,6340.223064,5106.090007,4700.513925,5702.204046,5047.623507,5392.339643,6023.584014,5314.208617,15394.67848,0,7666.077701,17663.10651,6107.761789,6330.838333,7616.788425,5859.905756,5851.270021,7678.32204,4951.0107,4798.904526,5979.960607,5824.817316,7211.431722,5192.218967,5546.8467,7558.08419,5292.024596,8063.71501,19670.75912,0,4902.625521,6210.421341,7016.556836,17360.38671,7057.520179,6902.6463,5882.378987,5021.238219,11917.80542,5876.688708,14465.5978,6678.932911,14645.88205,6325.930538,22470.95324,7003.78222,6647.235179,6074.237358,6160.161189,4839.902564,7070.077699,5641.23852,5791.661594,7140.364652,4417.004321,4825.950283,7014.245159,4713.877344,6192.854948,0,6228.881699,16639.85474,5873.871525,6166.708214,8770.65579,18340.08597,6911.248612,4970.694347,0,0,5280.92839,0,0,5450.120916,7785.71866,5841.511702,7853.699219,18156.57158,9075.481373,7223.907601,0,0,5478.838201,0,0,0,0,6165.979601,6058.419874,7200.309788,20523.14788,5391.490294
233_0831647,233.0831647,26122.32481,32877.42787,32361.51984,27563.84003,0,24665.88376,37159.82936,34803.73087,29565.38555,0,31334.44365,30904.42211,34137.94857,33902.90897,33052.5018,34080.46443,26459.30796,0,30008.57915,0,0,0,29513.81086,32252.70631,41407.11027,32421.67175,33825.7607,33466.27352,50467.69652,36108.22367,34105.95724,0,27651.50819,24711.04868,0,0,34623.65016,41277.47533,46003.96721,29280.20938,0,30420.78317,21754.41081,29837.34252,26502.52753,24000.35172,31881.99928,33466.00116,25512.88481,28375.05607,27063.1969,0,0,37875.34874,32301.5644,32497.97714,27608.58393,25551.43898,36099.23052,0,32968.67821,0,31772.21828,34812.67669,44859.22222,32199.05693,29077.59731,26535.92226,25289.38738,21695.1214,29012.59474,31516.53554,29629.90481,38334.59391,20028.86005,27480.52743,27264.68632,32014.19761,31413.42432,25086.39113,40310.35626,32998.86923,35824.98464,35027.93867,30711.64714,30318.89976,26186.40155,29656.21324,33516.98457,29878.47892,28636.41776,28019.48528,25874.43479,36238.55823,28399.06935,0,29874.57261,27509.20898,27148.47767,34759.88264,28987.23544,28155.87407,27937.91651,35185.17853,31651.51152,35365.3128,28458.00937,0,28981.13331,31772.18665,24937.56402,23967.65493,37423.74945,39010.01306,25573.91771,0,35877.89189,0,35655.13491,40801.1994,31724.25519,44396.8355,40267.90595,35741.63182,44426.67007,0,33791.29531,33042.48786,0,31693.55684,25196.88735,25228.30619,23924.46575,0,0,34014.16284,0,39667.22983,43949.71704,44321.46375,23035.45672,0,29168.97866,30945.02143,29013.43513
233_0850899,233.0850899,857808.5582,1034779.361,1074446.465,789917.4969,781482.8441,787172.8977,862638.9441,1037368.481,891553.6313,904265.1283,1053272.056,807830.0721,1103229.854,1031370.558,894677.4397,1040465.166,910579.6577,859988.4062,958317.7801,818753.9422,1156405.255,960567.7797,979716.3064,1041180.802,1327248.08,975128.5441,1031560.856,1154115.186,1450781.396,1102214.648,1073436.189,977544.8067,917795.7542,758971.4709,817382.6402,1140516.683,1061424.442,1369481.943,1356866.586,948132.6192,875822.9228,995717.3168,731687.7813,958091.742,880493.3999,783274.4165,874702.7909,885292.9836,872314.1887,872637.4092,800987.661,1227507.787,942814.7554,1064745.759,970685.7164,877363.8709,812895.9048,732582.4397,1112370.717,881576.0937,1157489.026,725775.0402,879792.6546,1187896.523,1526957.408,888452.9473,928682.4485,796136.6939,800521.3751,722032.84,878855.616,1065080.944,852553.8187,985117.2242,648298.9345,790050.7727,924811.8377,898735.5848,968524.8055,839572.5323,1040437.3,952508.2137,1100395.436,984406.7171,955116.8863,999812.3599,817363.657,893303.4914,972951.6434,898165.9851,957347.9933,766270.0008,760446.8777,1024573.12,855019.5226,824086.2459,963751.5096,813720.713,787643.869,1075881.51,833481.4105,907108.8186,782758.1066,999832.0745,950691.4388,943740.8677,969402.9166,734808.8712,831459.8381,982218.9828,695495.6248,738743.6624,1156737.337,1043163.103,803320.3379,772944.3347,1015234.426,1152790.919,999644.2217,1208897.268,839972.7199,1395856.361,1130028.706,1155011.726,1340071.492,1322431.264,1069217.274,947936.0058,904385.1803,964091.6569,806836.246,782311.3317,711752.2131,1482315.392,1147815.388,1050293.418,1280068.876,1386302.538,1316366.461,1444556.048,754751.5225,694029.6771,982611.4509,1008237.789,848104.25
234_0027736,234.0027736,6000.926743,6060.516042,0,5042.921858,0,9649.125465,4128.94127,5511.776871,4852.526831,4346.404896,8146.831424,7117.587225,0,8201.554506,5445.111935,7337.891559,15830.50156,2497.40947,5003.21957,6491.46614,5368.874472,6503.671631,6251.620094,6488.970953,4727.224247,6427.621218,4856.335821,4819.059338,5656.480123,6208.673544,7705.624211,6768.010191,8367.556051,6672.34354,5572.148107,6439.371915,7625.135791,6189.236416,6292.098117,9899.194724,10619.18003,5122.659772,4954.13532,7981.576098,6617.356691,6535.410827,5990.223661,7791.364494,5171.796105,6440.225424,5452.132172,6713.175697,6549.248514,6201.052843,4847.647697,3982.944407,4551.046637,4764.61844,5550.668399,6227.071119,8482.065992,8733.564807,5220.981065,12219.70438,14975.59559,6240.634215,6648.665574,7208.018351,6215.816893,5535.453271,6964.710362,7990.060188,4876.395864,5709.094846,5712.578898,7625.730622,5267.071581,5580.433641,6133.515212,6199.324658,9266.031514,12414.95986,7347.660148,4866.055529,6066.862487,5955.921313,11786.98045,5488.0553,5527.948811,5166.476287,6339.955645,5966.442012,4519.863859,10808.97467,8182.617296,10951.20256,7145.988676,12774.54203,7534.705746,6115.692547,6690.342018,6943.527073,4489.293327,7019.355752,6963.836811,6489.532095,8285.309531,5952.166582,4697.264257,6992.917144,5376.714794,8284.746472,6454.220578,4867.032635,11328.46076,4985.562793,6349.103388,9619.346914,12273.82933,5359.625468,6095.809437,4545.449904,4146.105745,4938.399953,5742.894322,3842.273041,6087.620229,6676.716928,4245.852759,6844.232529,10964.38714,7809.215688,7594.732452,4793.466462,4670.184012,5962.799277,4562.892328,3840.447262,6083.676879,1736.012336,7155.899709,7237.971972,6029.321168,13405.60127,1375.031962
234_0847858,234.0847858,5330.248269,6438.640028,6260.142542,5179.878945,4241.229361,4955.983358,5313.847268,6500.590485,5414.051922,5524.487636,6704.950667,5200.117166,6654.647917,6602.555503,5416.848912,6061.87577,5893.481092,5220.811194,6038.843614,5218.819414,7019.899366,6273.357106,6410.95765,6299.858276,8147.543049,5957.025231,6505.107913,7832.436413,9236.491883,7195.02811,6833.667539,5779.52341,6056.39115,4847.636882,4836.885558,7504.88179,6493.969554,8321.951046,8792.489003,5679.908268,5096.786588,5859.612986,4548.15953,6515.529665,5077.383526,4627.608159,5627.447271,5306.649893,5240.271167,5721.620039,4671.581417,7283.249355,6106.590486,6295.532703,6061.929828,5135.49983,5181.868389,4682.190878,6955.446857,5780.940889,7163.157652,4611.203372,5546.270473,7208.794899,10644.79219,5796.884048,5898.483914,4845.617688,5035.128143,4293.189308,5356.548623,6451.879571,5140.628825,5979.095838,4063.884094,4671.977935,5302.569978,5683.428666,6110.146987,5224.925713,6711.847296,5999.57906,6714.601055,6135.814542,5890.765554,6032.332909,4861.845159,5522.079755,6020.111151,5141.607043,5801.029177,4590.939304,4593.213368,6815.040394,5209.122041,5333.859576,6155.89207,5074.924636,4543.788879,6472.762598,5683.954593,5753.858125,4640.358159,6194.863071,5940.244164,6016.882722,6158.961518,4882.259786,5385.847199,6422.764586,4301.002291,4487.153706,6779.504097,6226.632671,5003.9444,4474.902159,6718.897034,7540.2914,6112.133372,7006.933528,5508.43157,9007.260468,6821.072706,6927.904082,9167.461577,8073.587624,6997.09902,5446.169998,5567.421801,6161.130257,4846.102831,4729.730926,4367.917676,9251.79547,6591.06158,6640.752244,8319.261999,8969.887264,8355.922324,8898.864902,4772.252588,4163.265929,6283.144801,6490.839389,5428.291291
234_0886182,234.0886182,93594.60255,106399.3988,109665.5751,81518.97664,72224.07155,85432.00658,91117.4032,110588.928,94757.06018,94305.36659,116209.7703,88003.11595,113266.2043,111945.2581,94680.83458,111239.1938,94046.96018,85670.06589,103641.1484,86112.46269,125013.1199,104332.2063,108863.1956,111390.3816,140892.7545,105205.7815,114077.9184,119778.2816,157988.3939,120495.1927,117217.1616,104827.0945,93046.02213,77290.57941,84673.43783,123105.3058,115684.5555,148255.5353,149140.1126,102471.4816,95010.76989,108289.9802,76666.04133,104396.6075,92396.37094,82642.52383,94778.39512,91267.86098,90607.35645,91628.88439,84769.30543,134858.7177,100644.8106,113697.5885,104045.6407,94344.68749,85809.07591,77066.55297,116619.2757,95248.35483,124292.4487,73349.02847,92723.09577,131508.8582,170252.4022,93333.08532,99670.16788,85907.76176,86476.7804,72590.65615,91397.13566,113651.6488,93228.3737,105839.1402,67430.00006,84287.88946,98154.83135,95409.44255,102316.6235,83888.02083,110088.689,103755.76,119976.3858,106956.7328,103345.9337,102690.3683,85461.76634,97345.32018,107660.8665,93775.7974,99579.16832,80513.67117,82057.06951,110131.0667,94394.14918,80302.34164,105848.7905,86803.01548,84917.6762,113926.3158,91404.68745,98525.29343,82120.03098,105119.2736,103448.8911,105205.9518,104901.2999,74080.76617,89511.98325,107589.7256,72546.39504,78089.53432,124033.7548,110027.8499,85091.95244,78818.76798,104844.7044,121141.4236,109749.7908,125186.5929,90190.38045,148335.0131,125327.4522,123615.4167,144043.8658,145813.8882,115890.4687,99196.25587,97811.19232,98265.71265,84815.07808,80489.12716,73530.3848,160265.5004,126170.9477,115085.9869,136051.5228,151240.2363,143224.1166,152394.5477,78781.34437,72093.35566,106506.4445,105908.4472,92668.54272
234_1168824,234.1168824,221120.7739,276376.0482,156034.873,155288.8828,233308.8476,187129.8175,61870.78191,76064.50238,103839.8995,65671.07312,185624.4325,97289.2218,119851.3847,108178.6418,120645.5557,124717.8649,118558.6203,119542.6844,87777.87237,97853.08303,98900.75247,92410.30703,120964.6802,110100.4802,164504.4918,199177.2852,107767.5926,112984.4894,175604.5364,115909.0175,105685.7669,83997.30366,63925.40242,84910.39199,99878.19517,98468.61427,126825.9262,103547.458,83094.94081,115823.9647,85643.73944,89820.25701,95757.2884,129484.3196,124318.1438,140070.7028,98252.36231,102720.5791,98187.7018,96275.48054,94510.18683,127276.1095,88223.8312,149928.6678,76461.1467,121378.2653,145689.896,81405.32718,87116.71106,119060.2219,135585.852,67371.58027,103434.1306,201712.0344,131669.6281,142152.3824,102504.4098,120867.3904,93218.06696,104846.7627,117812.0813,119371.8546,138396.6465,145181.7931,164960.3058,167700.9888,96712.46066,125094.0343,127194.0204,126105.8589,207344.3008,104308.7185,123555.4949,133954.9215,184012.1693,164806.5309,146671.5894,119210.4102,128442.8126,162340.6156,122452.4956,137326.2436,146505.303,108626.4762,157701.8207,98467.82919,179948.839,136116.6841,108645.2043,119874.5582,116079.6636,106677.8504,92594.26214,137413.5435,114096.4953,96565.93675,104441.3974,128234.7861,120729.8157,86129.61386,96580.7701,144748.9222,128160.5415,128559.4785,125044.6125,125681.6001,141636.8652,177201.2804,149857.0732,262466.2597,108105.4819,131506.3872,86346.05808,83766.80709,123454.4885,75519.15832,97963.36722,146071.94,121089.9105,102186.0526,128516.9806,138025.736,128816.23,82412.87845,105672.4411,82961.5725,98611.63414,97031.48758,122510.4265,135949.7688,151817.0529,140173.1225,123582.7152,169804.5223,181049.9368
234_9482019,234.9482019,1870.684559,2510.694814,0,2152.326854,1609.735908,1408.613916,4563.706914,4471.929336,3686.033375,3456.878835,3521.115012,1163.916688,0,0,3828.641367,2558.022358,2700.932068,2921.335459,3929.99422,2192.83793,4940.520809,3379.187876,3454.317383,4036.375116,1642.46756,1700.499243,2904.034474,1626.485477,2950.459134,1307.633652,1819.675577,4146.387784,9003.583721,4296.309113,2311.320018,2595.368647,986.1222981,2308.670366,5511.68642,1295.150591,4282.297751,2173.43501,1903.092332,3517.531425,1862.063577,3019.126712,4604.546603,18071.37359,1530.639505,3524.204595,5535.762578,3071.696417,1608.077933,4117.550822,3615.013386,2049.748883,5196.92482,4511.40931,5298.660209,2214.942682,3125.285114,3713.495555,3791.486812,2035.395144,4719.861517,0,4005.289676,2930.020896,2126.984767,1168.091498,3769.661912,2120.674561,3076.457723,2023.136024,904.2828061,2412.234888,3639.834659,5220.128606,2671.942973,1664.751678,1715.98992,1946.818095,6260.014701,3114.784691,0,2055.425518,1677.100019,1325.206372,4389.963592,5025.623045,2968.432843,1864.014553,2744.535124,2987.300513,1454.517544,4530.461365,1250.270571,1476.946012,3886.254559,3200.107272,2341.465995,1554.642234,2130.094862,1596.37728,5021.715023,5254.432425,1936.28782,2203.66803,2690.627025,2370.865534,4537.828114,5545.3884,4161.694397,6756.31135,1945.195616,2345.876469,3918.931581,1376.946828,3145.897231,0,3465.388998,0,3094.663824,3185.606393,2845.219954,3362.554613,4327.303794,2122.376772,2277.855739,1801.231159,1588.54642,3555.628054,2913.55998,3579.236738,3481.611648,5206.729156,3330.460401,4537.38504,1860.412398,0,2344.882371,3329.302021,2863.905686,4969.791798,3826.32549
235_0312842,235.0312842,7418.665679,6236.766271,0,5833.05273,0,4038.021215,3739.78322,6210.293436,5122.659039,4388.458779,5948.133115,5643.95296,0,4942.348295,5777.837308,5670.368431,2312.955437,4193.026141,3376.655448,5951.706892,7816.465825,3348.960928,4002.324064,5934.010923,3118.491895,3678.895175,3598.739687,2253.210446,4567.573425,4163.108166,5709.489962,5720.485756,2255.593055,4653.924717,4519.577335,4197.039389,5123.617983,3944.464489,5468.411527,5951.761534,3668.81873,2805.515693,4048.617214,5827.564967,3761.795982,4386.30481,6701.513174,3879.623977,4838.964661,5812.416326,4367.609899,4017.008955,4705.795345,4665.790558,3943.884644,4291.782009,4177.725501,4972.207056,5385.711898,4133.897401,7908.7556,0,4912.269787,6765.209034,3656.235711,2771.768786,5378.393432,5866.370131,5028.654797,3907.609131,5360.835864,6516.943511,5648.357173,6029.304948,5032.718475,5171.204129,4893.75229,4827.437097,4540.385131,5622.493855,6604.949077,2680.39675,7664.568335,4880.113434,4902.489394,4932.707078,1567.898317,5054.692515,3351.033379,6219.50279,5415.674764,1296.308243,3677.370042,1764.804133,5324.139439,2170.41798,4657.838209,1250.479504,5209.682431,4954.142656,5143.573785,4283.443166,3438.077296,3932.650582,7516.825507,5858.578593,5077.044812,5493.088322,3857.460584,5531.211852,5707.734064,8253.401791,5322.141615,3790.807632,1643.061706,3367.884033,6856.731019,5907.914952,1750.529724,3765.258028,5019.599287,3464.04924,5195.672584,3769.172117,3823.865667,5202.294154,4618.006603,3839.842744,4201.902987,3731.075424,2052.061381,3357.586862,8525.467607,4590.111827,5508.08475,7411.475029,5011.18826,4655.113916,4634.021028,0,3990.292935,5076.570392,3617.926902,3282.539798,3656.970615
235_9996457,235.9996457,1853.46121,1562.584143,0,1556.273138,0,2621.278327,1168.872676,1673.10385,1483.434448,1201.214605,2314.625512,2304.123954,0,2529.574307,1710.614549,2185.067513,4408.590197,0,1611.58471,1884.202205,1584.286393,1785.657959,1630.003473,2138.469798,0,1629.191353,1479.804644,1777.302502,1651.217726,1753.503475,2162.971108,1756.911549,1934.711352,1639.805095,1922.059718,1652.967197,2415.187758,1836.134409,1916.624135,2797.738117,2823.563613,1342.06509,1602.597169,2409.522184,2120.754867,2147.086409,1635.420645,2196.560151,1579.740277,1714.254328,1526.402522,1997.491913,2081.300508,1889.204678,1518.351299,1206.02731,1335.829215,1627.516881,1537.375643,1814.989391,2296.69195,1955.537517,1576.513148,3497.18435,3929.659508,2025.982866,1961.175382,2232.505059,1756.338159,1975.781302,2046.683508,2390.58582,1452.09183,1468.117727,1528.640965,2357.52534,1393.512659,1446.448947,1670.111984,2054.041784,2733.686447,3461.261243,2196.380717,1525.040427,1946.256374,1835.638594,3458.534883,1520.112941,1512.438934,1653.541046,2089.942332,1680.92058,1296.410594,2888.124909,2446.356117,3714.642198,2157.237119,3912.688398,2209.426952,2081.811645,2078.569722,1922.789959,1250.906004,2103.124784,1734.671258,1653.0746,2323.297281,1602.030527,1540.129501,2323.377928,1358.417447,2297.124165,1849.587513,1207.402332,3210.800781,1729.626442,1686.417635,2965.489046,3477.928438,1573.966937,1520.369282,0,1133.794299,1296.940679,1411.841477,1228.587832,1797.231048,2104.687393,1186.005008,2211.263464,2745.251859,2098.160434,1940.473046,1217.213789,1375.106039,1710.187188,1335.763285,1401.381183,1874.022899,0,2151.608363,2142.410521,1607.003691,3619.091188,0
236_0208581,236.0208581,1201.835184,1500.964085,16243.6015,1834.662776,15330.56246,1094.725603,1483.669517,3277.686888,1967.820181,1717.167498,1927.829495,1460.87288,20669.93989,1419.813402,1041.645482,1221.20366,0,2645.91971,2251.777793,1501.694102,3488.588351,1373.640906,1809.841304,1591.563339,13697.4085,2246.596694,1283.810735,4104.461762,1708.504469,1350.444937,1333.493941,3096.132536,1546.176253,2798.668799,1984.481081,1861.727333,1212.209502,5925.936744,2325.86579,2077.030755,2002.470717,1677.659816,5060.238135,2096.923004,2116.529274,1105.62406,1694.572403,2411.485485,1775.361229,2076.559279,2120.954853,2111.487521,1173.220173,2579.454336,2033.930014,8218.166723,2543.011217,2344.411375,2256.597958,1737.181535,2668.949178,2410.180983,1445.734128,1240.278194,1290.510683,1156.04247,2272.871847,1624.952994,1724.540887,1957.244385,2725.196834,1082.813936,2201.798488,1334.908964,981.871513,0,1580.239965,1454.859162,2441.043655,3227.545531,1430.645081,1062.495501,1928.259264,964.8576628,0,1574.337277,0,1684.807908,1701.222407,3575.6783,1408.770167,5000.795848,1766.334504,0,1232.751081,0,1118.864619,945.6127025,1827.572061,3141.230294,2702.783764,1944.123746,1894.5768,2294.588105,3241.053118,1950.237967,1281.275106,2533.630679,1970.973624,2008.021834,2207.05675,2717.737443,2562.942584,2594.431159,1343.396195,2822.386555,2763.50227,2691.727113,1436.139401,12284.24104,1398.381418,6944.063747,1998.050268,1531.178033,2255.103303,2393.874969,2334.347964,1861.798471,2141.942516,1591.693724,1234.597421,1759.277153,3040.88921,1989.643096,2053.885833,2939.121527,2398.329251,2601.054001,2044.774701,14718.19305,2240.198225,2434.986646,1654.235354,1946.591761,1816.788608
236_0525828,236.0525828,4407.678072,15344.40349,1457.809579,4854.737001,2228.635334,5028.476121,12943.94698,10444.90141,14815.10115,11996.5045,11764.90089,8047.53715,1817.17265,4499.859823,5825.600357,6655.396721,4442.989651,6547.045331,15566.57038,11095.52549,10229.00952,15343.99836,13841.24586,9632.351992,10738.06335,15728.16348,11429.7129,13258.56848,10587.79945,10394.41426,8776.829039,17370.73694,10789.74007,11326.65624,15883.65718,15636.55309,5741.094893,7413.902429,12969.74975,12549.41874,8988.740129,14534.90915,14579.08063,12207.95608,14388.40103,9757.754455,13716.35548,8902.908673,9951.498825,12546.33155,15247.94821,19349.27843,10759.73941,17362.09291,16954.30322,11924.554,19967.47773,16806.54936,16897.6431,17019.01054,6196.507322,2056.102579,7031.986825,6781.804335,4259.660287,7640.194294,18937.50768,10273.56288,14641.82805,13144.92683,16885.99232,6069.937337,3791.396661,3600.295878,4932.232686,7172.708936,14047.96924,11852.67419,15500.02443,11088.15098,8101.762106,3932.574359,6580.506659,5382.09885,5348.176137,5568.235653,3600.401224,12496.014,14834.23827,12339.66714,11423.97646,8960.437413,10550.16014,4044.109939,5832.141178,3377.569625,6243.10386,3318.14186,15820.33609,20605.10184,14988.98764,17749.56502,16556.3283,11537.14205,11925.37227,11135.50138,10824.11132,10853.65086,17268.82478,12045.84517,14543.71549,16961.29114,13462.15167,18980.27972,8265.817647,19196.74534,18695.69564,8591.682361,10685.09623,5870.247653,15954.41851,7134.649403,9988.137139,18343.89419,17875.68527,10209.29142,25068.25596,14588.34691,11499.20494,10429.49702,5255.749119,10607.11512,13716.05421,11878.03658,13275.43993,10587.37635,9978.559222,10895.14228,12352.11191,5511.786096,18941.36022,16285.04595,17091.89121,7197.603711,6132.324683
236_0651467,236.0651467,77556.53543,65558.27728,21489.60423,62138.37948,37496.38134,61914.54929,35272.38633,43723.38305,53808.74251,44795.27043,57368.33656,83065.12116,33407.31322,87963.33219,79588.12091,99568.58648,74528.81004,39000.31244,59241.72196,74342.89695,34226.60046,59083.16726,60108.22513,60239.52571,62425.91408,83719.47683,45115.30462,64418.06585,49851.33978,69602.54389,84350.37759,62659.4673,32569.37118,59117.63714,63001.8311,52811.17011,93797.0288,71219.74444,39431.58038,105754.2048,47915.09185,65780.91896,78314.1162,74553.89313,84085.36467,61893.08489,50967.16963,24503.04175,81659.43283,59628.23254,54442.08572,75434.14563,68351.67764,45801.94732,52637.49482,54680.32019,49415.7992,46468.87913,49458.92329,73561.03698,79305.76731,44886.76485,79098.92292,111277.3577,50005.27206,87592.27759,58818.42661,60173.19925,71859.3666,73307.01746,62045.81672,90256.86167,73165.52686,58346.19477,81540.10548,74469.34786,54412.60912,45266.70634,65723.05552,68381.39269,78960.93334,52776.13782,77491.36004,64407.5355,97468.46789,84273.09432,55372.26519,62444.55792,49082.51963,40967.12228,55432.93662,36716.12019,58825.06736,49541.48135,96558.74428,50739.54049,93290.65019,48552.62074,75340.12491,64372.82912,75595.07853,69853.86351,61157.12774,75231.43566,39855.76882,51556.0985,78646.1081,73301.18976,59671.80959,81646.6849,45776.36383,77482.15238,58418.37366,38204.50028,53950.54544,63459.53752,61610.35919,89390.80642,50802.84753,81102.22782,54478.76918,61466.21724,50105.32219,54032.63245,63263.26782,46324.50895,57479.51126,64872.35928,53158.01364,75172.71813,55368.64945,47517.97422,61338.07223,42056.97179,67878.23173,42085.04908,48384.94858,41886.63911,72358.24906,32332.18598,73918.19416,79467.4257,56618.30196,51487.52737,20675.94533
236_1004614,236.1004614,31613.46398,90797.3909,73819.18378,57364.8497,40850.21957,41446.99096,42720.47296,55427.02315,51165.64863,33500.33417,44434.53626,38176.87399,30702.37044,48497.01117,44311.22306,67598.74585,46407.30456,36705.67327,38898.51484,38268.0775,53336.76092,44274.90856,43364.80519,46664.43804,63688.04369,38501.14847,45029.59893,66033.76013,77383.05651,62571.73537,50863.06885,44805.83564,55240.85663,34725.72684,33362.20498,56689.33418,53608.86625,65888.51384,55477.42579,42167.02141,47837.29889,53189.92525,30155.14659,39085.14333,37737.90427,30054.95127,34379.74716,38650.11238,29689.56293,27862.13047,31783.51135,46431.74859,37259.63412,39983.06314,39691.86735,31794.03184,34669.3378,27531.14986,47969.0523,27664.52443,44696.92805,26980.60777,36004.70962,40235.9035,69051.58205,39280.338,42995.94218,29873.04204,41872.18543,32940.42477,46023.35628,46963.51905,24379.34332,29475.02835,16075.56846,32681.29957,33263.39596,43418.97205,38279.10842,34507.21697,41689.51706,48996.369,59640.3351,36266.45192,43997.54562,59519.77764,37383.09998,45106.82081,47245.43468,36762.3366,36203.58732,29841.67136,27444.59268,47470.26525,30147.86931,41463.02158,32911.44106,27699.54565,32489.90082,39360.11038,35910.67647,38842.48654,30877.86714,38906.23792,57597.65445,45854.68147,40238.29277,34318.4382,33921.37772,46505.77487,33938.29349,32900.43113,45470.5493,56453.85669,32029.23694,30339.5109,72277.11821,38475.64329,43062.14598,42058.57091,50322.21644,59320.30722,46494.69944,58800.86186,61644.40931,59475.67404,42448.17488,37400.58788,50598.83998,56153.81019,29906.5464,29480.9854,40082.51309,66240.88339,49138.37917,44150.07484,48582.09632,59176.57578,49895.87772,49805.75619,30505.24029,18949.20448,51969.95098,33148.55575,34652.97908
236_1041362,236.1041362,490320.8225,1332230.632,1138220.619,874126.111,652348.7787,698853.2247,701262.521,813834.6487,800796.8951,622534.4098,678502.0921,581395.8452,529631.8037,820870.5265,686215.4512,1048454.279,916337.6452,648208.7493,626807.3757,683636.706,782698.9342,663337.0741,668711.0421,776695.0424,969754.0709,601713.4727,748204.4143,971272.1658,1138122.617,1034369.508,757805.038,691821.3657,956042.6773,551614.0705,541670.6067,821883.4221,823429.3952,1019873.743,859807.9988,641667.3498,817726.9107,814431.2098,491349.1563,599994.5124,592327.3363,478992.209,599057.033,676266.9761,590021.1313,551926.0888,495398.3916,727587.8009,644723.9847,626971.0761,616139.9835,595077.9537,537139.7343,502701.1313,708058.001,442437.6416,742435.9778,644891.9684,565870.0787,614216.1976,1173798.877,632317.0411,648906.916,482592.9625,632707.9859,565135.367,690879.04,755332.7154,405971.8072,463052.2572,279012.8295,543402.145,578749.7104,656073.3938,591431.4661,557516.9691,753338.8628,882998.101,906913.9859,568286.4423,683541.599,935152.1133,754615.0935,718620.4507,677830.1504,584344.3753,572762.6485,596650.7596,446911.572,854035.2803,485250.8669,783837.7391,528828.1194,554718.0401,502743.1939,602542.1329,544712.0767,618653.0216,519080.1972,701214.8436,869983.1552,688517.6481,637317.6248,530754.4716,531402.1613,716897.8238,558747.0274,515202.5412,759593.7115,849418.8451,489748.6708,498823.3507,1084424.196,609484.6724,841008.8395,675570.8641,791691.1398,951950.6066,766085.3292,860460.6091,907672.6165,885653.2415,678928.0572,624618.9269,749389.9901,865972.8911,475172.7538,518611.0828,690698.7405,1062340.838,755433.3216,676313.8509,788616.8224,902017.4657,866250.6174,799690.2613,477025.0709,315075.9816,776624.7069,657341.364,552067.8852
