,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A2,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B3,D06B4,D06B5,D06B6,D07A1,D07A2,D07A3,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B1,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B4,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
184_9605497,184.9605497,5212.970523,33049.48264,2928.980074,3713.783365,4338.589121,5905.564248,28862.27451,13570.86559,30130.8523,22235.96658,24649.54327,9360.975352,0,3501.945012,3036.713826,0,15489.21225,25302.45918,13509.15526,47376.46321,30345.94707,33162.33718,9967.8183,28693.71103,27854.44954,19293.95474,26169.74434,23219.03668,14001.00652,8549.639654,51497.17293,29503.68259,21444.328,34774.89562,35244.00688,6307.076128,14729.04208,28136.08032,14128.14245,17401.91911,39132.81759,26613.61722,25598.27196,18456.24584,20824.26829,17485.63147,31604.10293,13964.25295,19783.57167,41135.88912,39349.28858,10900.05893,52850.72234,46278.06377,40655.14664,42868.107,27017.9198,66925.75469,34212.29859,4045.528488,0,4419.180455,7524.112086,4357.786633,6722.681051,34034.69797,20757.87441,20642.09948,34870.60486,18551.93327,35201.98118,0,4593.342329,5404.01678,5559.505394,4180.010764,7190.948917,22101.47126,24471.88414,22395.07309,32409.37672,21192.54861,11516.09087,5196.725134,5391.681045,6404.437992,3656.449148,4180.719872,3601.540775,10456.08799,32684.19747,44532.884,23169.44016,27029.57967,12897.33284,5892.736239,4955.273246,5623.101109,4528.735067,5963.506663,3348.738372,18763.19019,54848.67903,20881.13631,20203.40733,47063.25101,22195.56507,32328.62722,29385.59085,13739.8398,26974.95843,54466.38381,18377.18942,28400.65753,40811.76895,23885.16823,80008.81214,14949.64406,53151.42925,27000.27655,9969.100013,18710.94422,34309.33144,13360.33224,24591.05328,11479.57222,21952.78252,44472.45206,54643.98768,18160.45525,40785.95983,25061.10165,33107.76258,17595.05212,8992.340136,24558.02463,26073.73789,36935.77543,10833.15923,29130.22214,16981.10282,49587.76921,25101.77248,21884.87989,30348.84317,28396.66179,35987.75394,7906.816797,36214.47061
185_0238748,185.0238748,57359.19261,64076.97268,44761.3495,47454.68287,51930.09937,40772.67342,25727.50019,21539.99279,35187.20574,33386.14967,34984.28429,34599.00896,21793.47434,36219.21938,42808.42454,26158.88515,18448.24371,35003.68028,30524.65476,49010.93905,38147.01799,40974.36241,32491.47609,44199.40919,48232.98424,27887.7681,43505.38519,35996.01793,26031.52265,54083.89207,65608.94815,39107.12222,33519.74334,29166.58896,56658.69088,36273.12721,46864.40982,27456.49116,43491.06779,35654.47009,46577.89001,40089.09587,43594.76807,49859.3185,49806.11067,32824.74366,30072.80542,33452.26515,24998.95895,41059.64345,45237.53866,29080.46906,33039.72514,46986.29351,39630.35103,39051.15785,31507.2726,47955.37627,50001.48736,38768.43107,23993.66315,34200.21085,56932.6735,25179.80158,36814.91292,48742.80228,48237.57809,48210.69543,45071.31355,24471.05056,36453.60185,26826.58332,31525.1032,51585.48502,48119.12399,27708.70091,47501.15987,28658.53681,61557.05848,24919.5622,50045.04113,48424.88166,32335.99383,37734.92886,66042.09411,46650.13181,40979.44258,42746.40545,31448.11839,23347.49316,44014.1429,39118.99094,38952.01873,24804.20497,39924.51469,60347.15091,32840.29974,47349.84076,30101.85311,51741.08481,28969.76258,37074.08569,36232.64626,37745.1578,31533.79844,33182.98625,33774.02657,38485.42801,46702.05203,38679.65055,47755.46296,36678.98492,44662.01186,34635.34933,66005.12159,34392.3939,41363.06725,32421.0161,49495.89926,33877.21738,36998.41803,29550.30074,37195.43334,63958.53957,41752.84747,32395.04118,44643.80189,38540.18032,39220.55268,28057.81669,25607.78814,27076.15056,51610.06002,45787.75999,37732.83542,41163.02506,48106.38152,33781.69497,38620.53641,32986.3451,24160.36676,39551.65696,42931.61298,30613.75189,45759.59043,36908.60506,60167.03231,27982.84364,47935.21632
185_0300114,185.0300114,3306.584819,6339.154129,3727.830037,3137.525763,3033.889229,5939.565366,13110.18778,10049.71703,12150.53806,10219.88256,4739.24524,7144.228325,4262.384353,7696.854207,4624.72033,5509.222893,14715.21542,12646.17739,10402.27274,9000.250352,7424.91969,7150.279725,9349.217306,7601.326665,6407.203721,16584.63078,8329.588464,5820.477136,9675.430568,4636.198642,9709.103833,16178.62443,6403.837449,9271.422403,8416.77244,4010.206011,6167.431952,8747.001812,8455.32232,7462.262858,9191.970302,8829.567886,6610.750929,7336.414588,6920.141273,14690.73957,15948.75056,11195.79028,14867.57746,10113.33867,6637.3991,8808.621868,9231.785766,9491.925312,18194.5512,9549.951994,14040.12359,8861.118573,7294.617842,4432.951447,5454.335626,6482.624135,3634.707661,4366.191633,5326.621208,12590.77807,6217.900943,6066.982234,7950.707832,11422.37167,7635.411668,4891.60443,5494.389675,2334.664988,3496.047522,3921.493852,7533.122133,13804.90281,6248.709158,15130.29813,9414.438625,8279.875692,10196.89206,3934.392379,4735.501428,3485.244688,5725.465379,5555.722438,7019.067243,9478.513213,7560.744053,11023.17486,7579.844376,10271.08996,8692.42565,3522.541737,5444.997185,4182.875368,4485.74319,2757.967033,3927.986093,8887.278764,9592.550899,7514.967397,11404.39504,10770.6011,18802.56471,8508.396093,7983.688137,5970.069422,6995.922222,12613.06535,5742.232772,11134.70172,8759.726062,12583.55737,10876.47922,6576.992169,12584.81056,12876.65215,5458.069066,13469.25477,9156.235036,4775.324052,13877.49286,7152.953079,14557.68688,11228.9165,8905.660211,7645.191692,9262.804732,7618.077179,8728.67215,8030.16214,3965.588123,8761.604815,9539.497139,12461.02554,10638.78594,8239.40876,17053.98095,8808.878145,11159.93201,11137.78003,9359.374422,10853.46584,7988.761735,4401.693164,8668.008036
185_0328002,185.0328002,7353.372728,5908.192288,5982.77686,5166.827357,4520.836427,6567.092657,0,0,3347.348809,0,3840.232043,4676.464909,0,6854.816478,2963.059567,4136.265454,0,2607.085913,0,3266.395886,2762.029113,2851.479881,3480.105245,3403.539615,3674.102513,3332.547312,4378.710163,3310.848383,4063.22838,4299.185588,3784.784985,3340.274404,2977.082721,3119.274703,3468.963418,4261.228895,4460.067032,2878.268911,4063.28613,4132.849396,3701.546602,3258.495467,4112.541615,4703.535978,3832.569569,3427.578582,0,4243.258988,2828.54653,2591.388538,3238.057659,4346.994038,2763.577224,3555.152346,3178.388138,2299.428365,2811.598559,3026.653573,3523.142465,5899.718127,5136.212546,0,6094.892942,4304.309087,3704.727696,3594.467997,3902.61576,4069.241287,3740.62766,3139.373201,3034.965436,3736.64353,0,4437.958519,4765.088576,3799.807417,5303.241514,3478.794508,4482.893279,0,3409.14192,3986.935149,4619.993076,6027.814106,3554.892782,2984.381383,4014.233038,4935.938938,4732.282716,4812.171151,2231.552815,2775.362801,3342.803512,3042.786672,2855.485601,4949.941823,4481.001925,4975.646587,4658.224734,4530.400631,5122.144314,2612.431424,2783.866114,3018.240993,3601.579161,3075.581787,4361.397193,4544.803487,3981.319219,3488.597178,3429.546274,2666.806935,4507.676095,3303.97942,5803.590376,3559.441695,2421.007838,4335.808297,3817.953883,3838.246949,6684.524288,3631.435595,3649.219912,6771.306951,5503.209381,5095.647798,3756.05533,2685.669614,2765.403543,0,0,3558.468779,5194.635998,4410.855019,4503.806904,3996.011782,5078.142577,0,0,3082.22283,0,0,4323.925867,0,3343.009353,2747.972669,4679.353928,4255.461865,3700.806128
185_0602669,185.0602669,16365.30692,19641.23122,34280.77979,28453.04797,20878.41754,17224.48005,9304.853444,9004.276881,12161.89072,19715.23965,17581.26765,17859.42279,18213.41841,10487.68688,10999.16296,8118.268433,13130.86492,12433.76297,12359.15721,15904.98537,17340.39695,18735.37632,10176.48293,21221.4131,20668.39838,14197.06561,14129.33713,14278.35997,13683.79489,21146.03833,15375.10238,17473.39812,20403.43756,16393.05831,22803.2378,19249.87214,18422.85096,16132.07937,16546.45824,20731.62338,18170.5169,17601.26887,14672.71102,18054.30256,14039.83801,10222.55473,15129.17486,14550.62997,14793.53627,14602.52745,19302.2263,17024.90973,12615.72334,18604.10783,16648.39082,20993.53875,13169.96257,15627.40531,19122.05395,19647.41172,6895.450003,7375.447647,18394.89109,12257.86781,13886.01248,18763.98682,21546.05597,16150.83461,15375.27741,10322.27544,15059.2353,9867.92288,15801.12386,28460.12042,26073.63377,17406.41457,14676.66982,12331.86463,19247.35708,12292.07827,20437.05927,17370.75048,10696.68464,24719.97941,15160.42904,12432.2093,13554.18352,15787.33745,12326.52599,11430.53424,21234.10574,16305.51634,15070.69423,14105.26957,10833.90081,16061.98286,11281.67256,18114.09217,15643.09086,25642.30652,25197.80575,17103.29681,16418.26819,13545.04232,11059.40155,14919.44682,12193.3478,15258.10078,16243.56631,17925.70678,13411.83131,16891.48985,16645.01956,15462.20101,18753.97467,12557.32257,14969.07825,17411.60256,13802.45967,18658.80591,11927.36194,10065.68395,12885.13134,22354.24257,13391.12987,13789.05822,14898.30074,14322.084,16865.11106,11706.2761,7713.968325,14234.39792,19859.63128,13572.85635,22890.18789,17430.11264,15730.34531,11934.62372,8490.458205,15043.71564,8180.08588,9713.718955,12212.14449,11183.78486,13004.35326,15295.18765,20893.2137,18577.91573,10932.50314
185_6306323,185.6306323,7624.349199,5476.241615,14442.74197,12448.80823,6984.731876,9867.299176,9561.108098,6917.627945,8647.579973,11691.79178,8053.165997,10149.30848,8202.821759,9689.679741,5547.377894,7785.772687,4766.926612,8822.895362,4459.578213,7404.680172,8131.922419,7620.109305,0,10860.6941,9076.018832,12993.98061,7295.865128,6342.787358,5365.729024,9451.479205,8687.972013,9454.057361,7668.43881,8144.289994,9681.110647,8883.736756,11198.67962,8353.972689,4252.909386,9754.365744,6990.926015,12541.03592,6641.227845,8593.761153,6262.209057,8026.92587,8150.758698,10044.8198,10200.25859,7835.039693,9593.237283,14492.11129,7814.904853,8293.055262,7854.748066,12395.74126,3653.734077,6789.720469,8028.759071,7111.695846,9228.678343,3981.434205,8416.542036,9186.448341,7572.111269,7148.514369,9759.143605,7142.372663,8899.863873,6828.659744,7149.719949,6400.929808,5754.205762,12855.50374,12428.55612,13597.77036,8231.356134,9973.035078,9894.268456,12857.04723,9365.556556,9351.707814,6810.721746,10584.11664,6361.594679,6216.217682,7300.236417,8050.526958,9887.092478,8246.010027,11539.93751,10534.82465,9090.225381,11837.98193,9393.725494,5849.743076,7044.639506,7403.4157,8796.101665,8738.830027,8107.357142,10079.51657,7797.072804,7736.480202,7416.99582,7608.625521,8852.659543,8589.183873,9271.523016,10111.01056,7118.304131,9895.251734,7545.654678,9757.142481,8242.922216,4638.362713,6149.379125,5707.569039,10832.46184,6937.643655,8383.978356,8541.980103,7054.531995,9257.234856,9701.299968,6359.271405,8495.79692,10644.81003,7983.505948,6543.796111,6265.715097,7559.158509,7953.007988,8540.124992,11384.72801,6724.587642,8146.64465,8497.320334,8067.558373,9016.149596,6399.224138,4723.981485,9689.099787,5045.347912,9282.772312,8908.65876,8525.893957,7585.350738,11302.90357
186_0404906,186.0404906,2675.244713,11017.57696,4202.4566,3261.049154,2347.019592,3605.630862,9028.355994,6831.181932,6144.093226,7881.322009,4061.083005,5579.011693,0,3952.713573,2710.327612,0,0,9459.465559,6951.44853,7508.184204,6192.952558,6271.727253,5687.780836,5770.380908,4713.383508,8586.426847,7347.099586,4519.39202,9587.120374,4960.826407,6995.444403,6650.130123,1873.855799,12133.39561,8623.766652,2934.485093,3488.002663,7954.143463,6865.352108,6564.508101,5676.361181,6990.652285,4875.238025,0,7279.952776,9067.078211,10022.15394,7114.455694,0,4717.62199,4318.435242,4033.11459,10168.71604,9119.323408,15250.20247,2891.301802,9147.922512,6285.99093,8434.347685,2687.408138,0,3402.466512,3379.408987,3509.452365,0,9169.305605,5555.325344,7437.551129,5033.516203,5212.09606,7370.89086,6672.070796,3405.981209,2984.716028,2976.296175,2914.586129,4287.305995,7086.330156,5231.566671,8926.943836,3971.490154,2721.366559,5266.040472,3282.089563,2484.300535,2193.149353,5487.993877,2933.767893,3453.362364,5747.500771,2315.355132,7474.095064,5527.578649,7990.343528,6809.010465,10007,3685.111653,2783.203802,4312.360852,0,3188.413689,7111.905501,7557.4627,6583.143939,5348.69346,10494.53576,0,12070.8311,6068.954743,4044.520134,3266.228432,8237.359594,6707.975856,7664.785895,6852.00273,6829.643619,8110.071621,4119.512499,3189.153125,8735.264162,4475.127983,7747.709003,7599.423743,4045.978428,8336.156782,6975.371213,9912.146779,2694.351609,2375.066936,4885.824037,8969.396581,7520.463882,8815.468815,6885.794885,3114.762807,0,19809.319,8602.37261,6912.765973,7967.06634,0,6689.367775,5805.590764,4697.122409,8090.943599,8267.946393,5548.113871,5793.807109,8636.138259
186_0616645,186.0616645,3881.20556,6983.704725,3746.945546,4007.282494,3256.377832,3792.153602,9648.513599,0,7846.855396,9627.012807,7876.449695,5676.576972,3145.163767,4303.96193,2932.695362,0,5668.46929,8654.933222,5514.944231,9589.267238,8313.263101,8131.060758,4746.394009,9387.356812,8395.013393,9074.48228,8534.977249,5573.180113,7497.213331,4708.064628,10201.71453,10015.65144,7685.839718,9935.223087,8825.453334,5256.758884,5427.375641,8392.479785,6525.680157,8003.845325,11481.40797,8430.106367,6344.505253,6324.983353,6334.12867,7758.532076,11036.7229,7943.621488,6429.725202,7141.104366,8841.326455,5522.616985,9073.858358,10229.78809,12465.58274,8342.216414,8630.401684,9460.342201,9284.54979,4722.277135,0,2641.434323,4340.936358,0,2983.581551,13004.91047,6739.504557,5710.374151,7078.054842,4843.471163,8406.447579,0,2773.088678,3090.09543,3836.324899,0,5643.779128,6818.524129,7579.143823,8555.594063,8107.978369,6846.091012,4252.404842,3616.767755,2878.523294,2798.318611,0,3544.604861,3904.692255,7086.810344,7171.981161,11211.74445,6787.304751,8981.04743,7126.318382,3358.657832,3744.802447,4187.79192,3365.187143,4237.49323,3726.751698,8397.598031,14071.81479,6762.744257,7358.881453,11575.99593,8817.891653,8575.319915,9228.366763,5361.649085,6178.644801,10795.42325,6344.102214,7920.310519,11844.18126,9411.475178,10237.28428,6487.089659,9531.886147,9952.897006,5847.258996,7270.542295,7479.862804,6413.5654,9580.014115,7251.377222,9270.525255,7883.179328,8671.741796,7930.628213,10532.06551,6273.750186,12440.78884,7037.124919,4774.643316,8323.406983,11741.09169,9718.908148,7509.923179,8443.954786,4214.289403,11211.83978,8478.529615,5673.159023,7384.817535,7993.95781,10362.39433,5013.421559,9032.128557
186_9684172,186.9684172,4900.111863,5737.935845,6112.66657,6757.69231,6690.605011,9871.019004,10163.39243,5073.053384,9371.387348,8608.226931,4275.526933,10362.51845,4676.722337,7104.950457,15041.51384,10574.33733,15041.53048,5984.105873,10528.3311,4561.664493,9759.116915,6930.394039,10731.91893,4857.265706,9022.462163,9250.914712,5759.099178,7228.864539,7493.838918,11255.29452,8180.452604,12210.84604,6199.74405,9078.446159,6655.115979,6530.169129,11011.16731,7551.879024,4286.565662,10184.59506,6184.972609,8355.102491,4899.504976,9532.15893,6566.696832,10663.4877,10160.9483,11709.49201,11586.09217,12312.30541,10068.0391,14914.71517,5218.932896,6893.887833,11085.97575,13485.09927,8916.075716,6943.610124,8553.630702,12822.03202,9548.436353,16550.53775,7566.152687,7844.216097,10930.31738,6564.200206,8041.972674,7893.330798,7289.101903,8831.814017,5197.443181,17087.00506,8415.72019,5256.255796,6003.768897,9904.050618,18144.63196,13536.47707,6496.984214,10250.1636,10702.67357,7509.380796,6353.043764,8340.389332,15861.97848,14200.98734,11885.61838,10454.88342,11088.34917,8477.758066,13500.99504,8122.460091,5547.43485,13785.212,12402.98858,6750.965107,9681.670071,10504.22839,9670.519676,8574.618787,7935.609442,10163.71793,6309.613975,6109.643137,15101.45359,8722.656031,12207.62257,6984.727537,7264.610508,11357.30828,7121.263594,5566.950555,8382.73695,8937.676903,5880.447294,6276.110211,6652.202902,11023.68573,10388.53267,9008.048144,3469.405815,11894.50352,6630.276772,5841.913239,13684.62892,7788.929598,10937.2145,9245.294427,7619.72202,8384.881081,0,6331.058009,4692.714953,9132.063642,13767.58261,7805.615467,3619.985643,7968.919005,0,8695.148225,8614.89199,5348.949948,5044.393177,7515.10533,5838.856219,8208.45538,7972.687627,7648.493333,4735.52125
187_0719194,187.0719194,3392.247719,4375.813493,9539.475606,6500.995681,4350.743667,7648.271856,0,5014.061736,4248.940708,9371.553822,4495.467887,4382.949151,6018.075507,3979.829862,3177.881317,5373.989652,5810.434335,3924.640456,5531.932181,3404.279258,4687.500871,4153.637708,4137.64409,4277.809624,4354.001748,6352.114853,3660.720256,4112.090116,0,4601.114675,3495.802735,7313.357299,4852.979277,4152.776135,4582.214723,4349.062019,4804.759972,5348.517261,2977.931065,5664.691215,3391.523069,4976.941024,3421.69216,4787.702753,3266.586379,4923.825009,4610.380234,4188.284558,5805.717331,3909.824842,5140.393069,7946.019386,4969.339626,4596.102245,0,7322.134673,4526.761051,3151.090716,4707.806893,4558.880135,7859.363775,0,3162.941382,4416.42787,4812.615644,3815.325314,5718.22211,4074.25587,4466.658004,7077.069479,3926.684798,4579.958269,3026.722588,5279.099176,3812.580185,6958.332904,4694.622144,5282.969595,4220.793602,7815.970605,5148.411211,3178.848746,5108.859363,6018.350004,3428.990924,4436.273507,5518.941915,5225.187513,6582.14405,6334.889337,5868.3621,3334.69203,4431.78319,5919.756371,4370.167714,0,4603.856294,3699.067088,5006.683385,4792.46691,8158.595442,4621.482673,3397.339424,4403.762801,5444.735657,4459.727823,0,4684.404609,3902.751626,4997.442267,3998.263254,3469.138961,4819.446424,6758.907958,3570.251066,3156.419502,4309.124801,5487.616736,3657.866529,4647.347372,4430.190203,6022.22739,0,4472.192199,5046.908639,4617.07076,4515.904111,5450.253401,4057.8694,0,0,4504.176777,3367.6121,4967.500802,6095.375927,5553.024019,4025.524848,0,0,4768.43094,5156.247517,0,4735.128386,4026.506005,4276.28879,5214.500399,5527.572934,5394.956232,3861.310431
188_0409255,188.0409255,6075.155141,12710.01994,5039.784428,5473.478933,3981.427069,5165.532907,8417.51013,5607.803816,7747.94275,11935.24803,6859.538386,5572.859399,3243.344423,4372.683322,3787.163744,0,9044.204802,7811.90375,7238.664818,9142.938614,8025.612127,8004.921563,6079.8735,11045.28829,9564.944617,8384.345994,9074.335376,5422.999659,7265.629496,5805.087921,17042.27677,12313.93724,7548.818644,8236.155945,12275.15952,4303.756683,8362.767711,9018.00101,12908.67873,10386.25508,10075.83155,9233.460653,8936.529122,10807.70593,9247.629338,9924.093248,8582.813123,6841.515947,6952.12216,10518.80656,9871.070907,7486.76699,6662.351354,13754.66916,10303.89994,10133.76311,8933.084719,11121.1356,9513.587969,3624.75736,3698.255241,3662.500168,5740.141679,3299.751591,4237.423478,15107.65767,9230.993018,6519.625019,11187.17338,9298.864698,8136.473155,4283.506062,4216.412986,4850.685231,5263.47959,4143.959655,6432.584299,8142.192019,11314.28963,8257.256787,10111.80848,10081.98897,5384.897346,5558.022281,5615.95857,3813.928224,5980.316338,6219.914453,4845.392399,12739.98399,9154.774572,9973.960282,8362.14828,9122.001318,6570.192541,4525.972644,5570.668584,4243.305377,3355.356482,5735.432654,3489.611721,7807.925863,9452.075261,7343.961233,8783.911451,9275.26012,9419.962405,10695.2643,10188.76218,7960.961339,7309.631128,10738.85575,8419.54484,9850.708092,15560.15158,7293.817264,11901.30107,6642.815881,14290.31519,8580.959711,5334.099926,8698.49435,9099.620282,8327.945507,12419.95319,5588.726487,10551.04049,12768.35201,10980.05951,9245.310675,7094.26982,7561.084802,11824.49799,9511.746363,5217.715159,9948.513187,11793.81985,8688.441755,14065.66368,8989.612131,8376.26636,6898.443158,11120.395,7841.547857,9853.744675,8956.805031,10232.57992,6954.164106,14020.94512
188_0711259,188.0711259,26680.03168,28265.69947,61925.76133,43321.34874,27748.60423,41994.00782,24821.61276,28286.7745,28171.93564,59330.47485,28332.1065,39129.02903,39296.97107,34700.05674,22596.83795,28611.71974,35102.31073,18984.35806,51536.30745,25408.9482,28876.50169,31359.06506,25754.42176,27208.6738,25889.34733,27615.6957,23867.59019,31709.07041,28587.20972,28448.05193,24929.03185,47377.14571,39698.30172,33468.07052,35462.55506,35208.46354,31503.27555,35979.96243,31574.80753,37352.76492,26411.5239,23806.65759,21642.86833,32505.78072,19016.96047,22433.78406,32564.07185,27537.35129,43314.60922,23532.72776,31393.82927,55531.66444,34159.64847,29544.76411,31543.51669,38864.47216,40218.43633,23881.60766,25622.68944,37862.31943,28585.87225,12899.99295,27574.91138,39893.83665,29020.74874,26397.50042,35106.31169,28053.00214,27359.35695,26332.65211,26699.17162,38619.49058,22387.20521,45830.03165,37314.52374,34261.79993,21216.09015,38430.78845,26593.01202,34685.49757,33982.9439,29695.73418,32903.31692,60972.06974,19420.38748,12905.50248,34708.04217,41804.89958,30219.00209,70512.35818,19934.33833,20683.38225,30819.28039,38225.35926,21414.86118,23371.76094,25202.99442,24616.97455,40239.89843,30279.89453,70377.36614,25736.24593,22206.13959,26679.21279,28691.02568,24907.82547,26674.54099,38008.99684,26070.36419,29931.11621,27665.75617,21500.53922,39789.40743,33793.78647,24467.23237,24774.80365,31437.62776,43735.39778,28233.3624,51822.63163,29974.12031,30522.15532,20610.79598,28449.11197,31206.41816,56583.94945,15475.39668,35790.16926,29792.21562,37828.38519,23245.17088,29180.27076,22778.2602,24642.18051,50236.80597,32112.70709,26055.6865,23425.36237,32890.79767,23037.17871,34950.2521,15535.55582,33661.16467,23548.88099,25447.81659,25765.08289,32686.82645,43880.34012,18872.76245
